Reservoir,Site,DateTime,ThermistorTemp_C_surface,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,RDO_mgL_5,RDOsat_percent_5,RDO_mgL_5_adjusted,RDOsat_percent_5_adjusted,RDOTemp_C_5,RDO_mgL_9,RDOsat_percent_9,RDO_mgL_9_adjusted,RDOsat_percent_9_adjusted,RDOTemp_C_9,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOTurbidity_FNU_1,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_9,LvlTemp_C_9,LvlDepth_m_9,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_surface,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_RDO_mgL_5,Flag_RDOsat_percent_5,Flag_RDOTemp_C_5,Flag_RDO_mgL_9,Flag_RDOsat_percent_9,Flag_RDOTemp_C_9,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOTurbidity_FNU_1,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_9,Flag_LvlTemp_C_9
FCR,50,2025-02-21 23:10:00,2.745752,2.701318,2.803491,2.814996,2.747613,2.795404,2.847497,2.863855,2.8388,2.806116,12.8973,95.62471,12.8973,95.62471,2.924553,12.18004,89.95554,12.18004,89.95554,2.779617,2.69,17.54,30.56,19.86,96.37,13.08,5.99,24.36,0.94,0.99,6.63,19.89,8.09,4.04,2.843,6.28,10.94,1.16,13.10541,2.792268,9.2334166155,38815,12.3,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-21 23:20:00,2.713647,2.697809,2.791559,2.810968,2.749109,2.786951,2.846765,2.866479,2.838312,2.811151,12.90531,95.6555,12.90531,95.6555,2.913429,12.15582,89.77416,12.15582,89.77416,2.77858,2.671,17.52,30.56,19.86,96.29,13.08,7.69,31.24,1.09,1.14,6.63,19.9,7.94,4.04,2.844,6.28,10.93,1.17,13.11022,2.801955,9.236805501000001,38816,12.3,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-21 23:30:00,2.676569,2.660425,2.802728,2.821985,2.755029,2.788049,2.847986,2.856164,2.835687,2.808404,12.92011,95.78984,12.92011,95.78984,2.923019,12.15943,89.7901,12.15943,89.7901,2.774132,2.625,17.5,30.56,19.87,96.2,13.08,7.21,29.33,1,1.06,6.64,19.93,7.8,4.04,2.845,6.28,10.92,1.17,13.10797,2.798794,9.2352202635,38817,12.3,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-21 23:40:00,2.694757,2.659265,2.771509,2.80932,2.74624,2.771539,2.828241,2.853174,2.827661,2.799463,12.93769,95.89778,12.93769,95.89778,2.914284,12.1501,89.6855,12.1501,89.6855,2.759377,2.616,17.5,30.56,19.86,96.21,13.08,7.06,28.69,0.99,1.04,6.62,19.88,7.78,4.04,2.847,6.28,10.93,1.17,13.11304,2.787776,9.238792332,38818,12.29,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-21 23:50:00,2.72796,2.673608,2.750238,2.794061,2.733789,2.778589,2.809503,2.828516,2.807153,2.785303,12.90797,95.67038,12.90797,95.67038,2.911545,12.16579,89.75653,12.16579,89.75653,2.740845,2.648,17.51,30.56,19.86,96.28,13.08,5.4,21.93,1.09,1.15,6.63,19.89,7.64,4.05,2.848,6.27,10.92,1.17,13.11103,2.776943,9.2373761865,38819,12.31,-0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:00:00,2.697595,2.678888,2.759241,2.780054,2.724542,2.771387,2.823846,2.835962,2.816766,2.787469,12.91405,95.7018,12.91405,95.7018,2.906242,12.15656,89.71846,12.15656,89.71846,2.753204,2.654,17.51,30.56,19.86,96.26,13.08,6.58,26.74,0.98,1.03,6.63,19.91,8.05,4.04,2.846,6.27,10.91,1.17,13.11207,2.778561,9.2381089185,38820,12.3,-0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:10:00,2.48916,2.657831,2.751947,2.77395,2.727869,2.772241,2.820154,2.827447,2.799066,2.777277,12.91549,95.71952,12.91549,95.71952,2.908989,12.14393,89.57469,12.14393,89.57469,2.732254,2.644,17.51,30.55,19.86,96.27,13.08,5.65,22.95,0.97,1.02,6.63,19.91,8.229999,4.04,2.847,6.27,10.92,1.16,13.10772,2.765004,9.235044126,38821,12.3,-0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:20:00,2.436517,2.660486,2.742212,2.767694,2.721033,2.759851,2.796381,2.831171,2.809045,2.788568,12.88333,95.48342,12.88333,95.48342,2.909843,12.12301,89.47153,12.12301,89.47153,2.75354,2.631,17.5,30.55,19.86,96.18,13.08,7.02,28.54,0.98,1.03,6.62,19.87,7.98,4.04,2.847,6.28,10.92,1.16,13.10966,2.779298,9.236410953,38822,12.31,-0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:30:00,2.247095,2.637781,2.72207,2.755975,2.703424,2.753137,2.79696,2.831964,2.814783,2.794244,12.88201,95.43074,12.88201,95.43074,2.893066,12.11493,89.41928,12.11493,89.41928,2.75663,2.567,17.47,30.57,19.87,96.01,13.07,5.69,23.13,0.92,0.97,6.64,19.93,7.83,4.05,2.848,6.28,10.91,1.16,13.1092,2.785445,9.23608686,38823,12.28,-0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:40:00,2.297693,2.617731,2.712854,2.743433,2.694757,2.752069,2.82113,2.838617,2.813226,2.778955,12.90174,95.56005,12.90174,95.56005,2.886543,12.13756,89.52642,12.13756,89.52642,2.731743,2.605,17.49,30.57,19.87,96.17,13.08,5.59,22.71,1.01,1.06,6.63,19.91,7.58,4.05,2.849,6.28,10.91,1.16,13.11076,2.770527,9.237185958000001,38824,12.3,-0.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 00:50:00,2.396112,2.61767,2.719751,2.740106,2.698572,2.75448,2.802881,2.819604,2.799463,2.781579,12.88538,95.44596,12.88538,95.44596,2.889305,12.15534,89.66448,12.15534,89.66448,2.734665,2.618,17.5,30.57,19.87,96.09,13.07,5.27,21.42,0.89,0.93,6.65,19.95,7.41,4.05,2.849,6.27,10.91,1.16,13.11302,2.770165,9.238778241,38825,12.26,-0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:00:00,2.379205,2.612024,2.721765,2.743585,2.702875,2.757074,2.814477,2.824884,2.807184,2.787073,12.91618,95.67855,12.91618,95.67855,2.890999,12.09339,89.24716,12.09339,89.24716,2.751129,2.56,17.47,30.57,19.87,96.04,13.08,6.53,26.54,1.01,1.06,6.63,19.89,7.57,4.04,2.846,6.27,10.89,1.17,13.11145,2.77521,9.237672097499999,38826,12.26,-0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:10:00,2.397851,2.601739,2.733392,2.749475,2.706964,2.774896,2.817407,2.828668,2.808557,2.786127,12.89585,95.53842,12.89585,95.53842,2.895111,12.06339,89.01159,12.06339,89.01159,2.745293,2.611,17.5,30.57,19.87,96.17,13.08,5.31,21.56,0.96,1.01,6.63,19.89,7.68,4.04,2.847,6.28,10.88,1.17,13.11124,2.77759,9.237524142,38827,12.28,-0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:20:00,2.2922,2.610437,2.743921,2.75451,2.717279,2.770837,2.816949,2.824945,2.808893,2.789361,12.87776,95.44401,12.87776,95.44401,2.91053,12.07513,89.13735,12.07513,89.13735,2.761604,2.658,17.51,30.55,19.86,96.27,13.08,6.53,26.54,1.07,1.12,6.63,19.9,7.63,4.04,2.847,6.27,10.88,1.17,13.10865,2.781951,9.235699357500001,38828,12.27,-1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:30:00,2.204187,2.605463,2.766534,2.763727,2.725275,2.764764,2.81701,2.825037,2.811395,2.801111,12.86953,95.38433,12.86953,95.38433,2.911026,12.06784,89.08439,12.06784,89.08439,2.761932,2.644,17.5,30.55,19.86,96.13,13.06,5.61,22.8,0.97,1.02,6.65,19.94,7.99,4.04,2.845,6.27,10.87,1.17,13.10908,2.791232,9.236002314,38829,12.26,-1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:40:00,2.396966,2.540246,2.73089,2.772638,2.723535,2.763818,2.810144,2.823083,2.815942,2.80047,12.8024,94.88546,12.8024,94.88546,2.91053,12.04775,88.93181,12.04775,88.93181,2.760063,2.543,17.46,30.57,19.87,95.98,13.08,5.24,21.29,0.94,0.99,6.63,19.89,7.38,4.04,2.847,6.28,10.87,1.17,13.11124,2.790844,9.237524142,38830,12.26,-1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 01:50:00,2.494745,2.610895,2.756738,2.777734,2.722223,2.763971,2.812494,2.833581,2.827692,2.814325,12.85498,95.27561,12.85498,95.27561,2.910698,12.03114,88.86026,12.03114,88.86026,2.781502,2.632,17.5,30.56,19.86,96.14,13.07,5.74,23.32,0.98,1.03,6.62,19.87,8.01,4.04,2.843,6.27,10.88,1.17,13.11119,2.804001,9.2374889145,38831,12.27,-1.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:00:00,2.49032,2.593164,2.731897,2.778772,2.718927,2.777734,2.832513,2.845697,2.839563,2.849329,12.90774,95.66699,12.90774,95.66699,2.910866,12.0389,88.98168,12.0389,88.98168,2.80825,2.543,17.44,30.54,19.85,95.86,13.06,5.4,21.93,0.89,0.93,6.61,19.83,7.92,4.04,2.844,6.28,10.87,1.17,13.1124,2.831846,9.23834142,38832,12.27,-1.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:10:00,2.583276,2.636041,2.766656,2.777917,2.728937,2.792017,2.843194,2.856958,2.85238,2.848657,12.90676,95.66731,12.90676,95.66731,2.913788,12.00397,88.72513,12.00397,88.72513,2.808929,2.638,17.5,30.54,19.85,96.13,13.07,4.3,17.47,1.02,1.07,6.58,19.75,7.71,4.03,2.839,6.28,10.88,1.17,13.11245,2.837502,9.2383766475,38833,12.24,-1.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:20:00,2.421228,2.651636,2.763513,2.788568,2.741174,2.794885,2.845514,2.86001,2.892206,2.874353,12.87879,95.4946,12.87879,95.4946,2.9273,12.04244,89.07397,12.04244,89.07397,2.835846,2.629,17.49,30.55,19.85,96.11,13.07,5.93,24.09,0.98,1.03,6.61,19.83,7.78,4.03,2.84,6.28,10.86,1.17,13.111510000000001,2.859908,9.2377143705,38834,12.22,-1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:30:00,2.454431,2.665155,2.775568,2.798669,2.751672,2.799127,2.852136,2.865594,2.904169,2.89602,12.82452,95.11365,12.82452,95.11365,2.935677,12.05464,89.2183,12.05464,89.2183,2.858467,2.648,17.5,30.54,19.85,96.14,13.06,5.59,22.71,0.96,1.01,6.62,19.87,7.73,4.03,2.837,6.27,10.86,1.17,13.10924,2.884131,9.236115042,38835,12.23,-1.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:40:00,2.269037,2.526758,2.750085,2.800043,2.757074,2.798364,2.854211,2.870203,2.896844,2.895715,12.83456,95.19326,12.83456,95.19326,2.937729,12.00611,88.85965,12.00611,88.85965,2.858643,2.572,17.45,30.52,19.84,96.09,13.08,5.22,21.2,0.98,1.04,6.6,19.79,7.76,4.02,2.834,6.27,10.85,1.17,13.11037,2.884326,9.2369111835,38836,12.23,-1.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 02:50:00,2.149469,2.357904,2.717218,2.792963,2.758173,2.800745,2.853113,2.870813,2.877344,2.872583,12.7963,94.91134,12.7963,94.91134,2.938416,12.00683,88.80282,12.00683,88.80282,2.832596,2.462,17.39,30.53,19.85,95.71,13.07,5.9,23.98,0.94,0.99,6.63,19.89,7.94,4.03,2.839,6.28,10.85,1.16,13.10991,2.873367,9.2365870905,38837,12.22,-1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:00:00,2.158929,2.388269,2.737634,2.790857,2.756158,2.800134,2.85589,2.874444,2.87185,2.870813,12.8772,95.52796,12.8772,95.52796,2.944923,12.04042,89.0541,12.04042,89.0541,2.833801,2.392,17.35,30.53,19.84,95.53,13.07,5.9,23.98,1,1.05,6.65,19.94,7.94,4.04,2.843,6.27,10.85,1.16,13.11089,2.861362,9.2372775495,38838,12.23,-1.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:10:00,2.182336,2.348718,2.594598,2.790521,2.749719,2.802515,2.858758,2.88064,2.881891,2.863977,12.8064,95.04037,12.8064,95.04037,2.959625,12.05518,89.15429,12.05518,89.15429,2.830025,2.363,17.35,30.56,19.87,95.54,13.08,5.14,20.86,0.92,0.97,6.63,19.89,7.52,4.04,2.844,6.27,10.84,1.16,13.11143,2.854804,9.2376580065,38839,12.23,-1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:20:00,2.154016,2.353448,2.522241,2.783105,2.741022,2.804956,2.862298,2.885187,2.88418,2.869928,12.79463,94.95051,12.79463,94.95051,2.958778,12.04967,89.12488,12.04967,89.12488,2.834808,2.364,17.34,30.55,19.86,95.46,13.07,5.74,23.33,0.97,1.02,6.63,19.9,7.55,4.04,2.847,6.28,10.84,1.16,13.10921,2.861674,9.236093905499999,38840,12.23,-1.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:30:00,2.196283,2.429163,2.585138,2.741327,2.738824,2.790735,2.869989,2.888299,2.895563,2.88537,12.73701,94.50399,12.73701,94.50399,2.951263,12.02607,88.99388,12.02607,88.99388,2.852974,2.482,17.4,30.54,19.85,95.85,13.08,7.18,29.17,0.93,0.98,6.59,19.76,7.62,4.04,2.841,6.28,10.82,1.18,13.11012,2.873406,9.236735046,38841,12.19,-1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:40:00,2.118036,2.50213,2.62243,2.728052,2.739221,2.797845,2.871637,2.892877,2.894372,2.879449,12.68374,94.136,12.68374,94.136,2.962029,12.03381,89.04992,12.03381,89.04992,2.852455,2.516,17.43,30.54,19.85,95.8,13.07,5.21,21.19,0.83,0.88,6.61,19.82,7.96,4.04,2.842,6.28,10.83,1.18,13.10851,2.874121,9.2356007205,38842,12.19,-1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 03:50:00,2.108881,2.547082,2.658166,2.70022,2.740777,2.799432,2.862726,2.893823,2.889398,2.899011,12.73004,94.46138,12.73004,94.46138,2.954842,12.01582,88.94595,12.01582,88.94595,2.864639,2.547,17.44,30.53,19.85,95.91,13.07,4.9,19.9,0.89,0.93,6.59,19.78,7.83,4.04,2.843,6.27,10.82,1.18,13.11145,2.897137,9.237672097499999,38843,12.19,-1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:00:00,2.201898,2.554864,2.681268,2.701013,2.741144,2.801324,2.85946,2.889062,2.882715,2.903223,12.83786,95.25586,12.83786,95.25586,2.952621,12.01223,88.91522,12.01223,88.91522,2.862915,2.556,17.45,30.54,19.85,95.92,13.07,5.06,20.55,0.86,0.9,6.59,19.78,7.76,4.03,2.84,6.28,10.81,1.18,13.11125,2.894431,9.2375311875,38844,12.19,-1.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:10:00,2.179346,2.411035,2.713006,2.717981,2.741785,2.805688,2.862909,2.889246,2.884027,2.901025,12.88061,95.54618,12.88061,95.54618,2.942184,12.00843,88.92755,12.00843,88.92755,2.879875,2.526,17.43,30.53,19.84,95.82,13.06,5.47,22.22,0.92,0.97,6.59,19.76,7.73,4.04,2.842,6.28,10.82,1.18,13.11185,2.890542,9.2379539175,38845,12.18,-1.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:20:00,2.05935,2.417474,2.694238,2.73269,2.744501,2.80932,2.871301,2.891229,2.901788,2.893487,12.86641,95.47855,12.86641,95.47855,2.956894,12.01308,88.91632,12.01308,88.91632,2.860695,2.588,17.46,30.53,19.85,95.98,13.06,5.54,22.52,0.88,0.92,6.58,19.76,8.479999,4.03,2.84,6.28,10.79,1.17,13.11154,2.889085,9.237735507,38846,12.18,-1.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:30:00,2.165002,2.344812,2.659112,2.747827,2.752527,2.814325,2.876062,2.905359,2.918939,2.915033,12.80191,95.01046,12.80191,95.01046,2.960991,11.93581,88.46707,11.93581,88.46707,2.912392,2.452,17.39,30.54,19.85,95.63,13.06,5.98,24.3,0.98,1.03,6.61,19.83,7.65,4.03,2.839,6.28,10.77,1.17,13.10872,2.920477,9.235748676,38847,12.18,-1.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:40:00,2.119104,2.392267,2.605768,2.759058,2.757379,2.812891,2.862573,2.959131,2.975885,2.975671,12.82276,95.16517,12.82276,95.16517,2.960991,11.94573,88.60046,11.94573,88.60046,2.937561,2.456,17.39,30.53,19.85,95.56,13.05,5.62,22.85,0.99,1.04,6.59,19.79,7.63,4.03,2.84,6.28,10.78,1.17,13.11065,2.966594,9.2371084575,38848,12.14,-1.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 04:50:00,2.126672,2.44494,2.584772,2.769189,2.760126,2.804803,2.859521,2.982416,2.993066,2.988519,12.84008,95.28579,12.84008,95.28579,2.957932,11.88853,88.19902,11.88853,88.19902,2.947136,2.433,17.38,30.54,19.85,95.5,13.05,6.39,25.96,1.06,1.11,6.6,19.8,7.66,4.03,2.84,6.27,10.77,1.17,13.11322,2.9779,9.238919151000001,38849,12.16,-1.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:00:00,2.192987,2.486078,2.608881,2.765527,2.755609,2.782159,2.858392,2.970178,3.002679,2.989374,12.82712,95.1481,12.82712,95.1481,2.941681,11.83176,87.79115,11.83176,87.79115,2.952797,2.456,17.39,30.54,19.85,95.61,13.06,6.16,25.02,1.09,1.14,6.61,19.83,7.77,4.03,2.84,6.27,10.76,1.17,13.10989,2.978226,9.2365729995,38850,12.15,-1.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:10:00,2.239496,2.427362,2.613733,2.729272,2.732202,2.773492,2.848962,2.985528,3.010522,2.997644,12.87458,95.48438,12.87458,95.48438,2.935516,11.84724,87.92772,11.84724,87.92772,2.962029,2.397,17.36,30.55,19.86,95.54,13.07,5.34,21.68,0.89,0.94,6.57,19.73,7.55,4.04,2.841,6.28,10.75,1.16,13.11103,2.98946,9.2373761865,38851,12.14,-1.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:20:00,1.872156,2.390375,2.61886,2.68725,2.676935,2.753961,2.85293,2.99917,3.004236,2.994043,12.80923,94.96265,12.80923,94.96265,2.920967,11.92938,88.53656,11.92938,88.53656,2.961685,2.39,17.35,30.54,19.85,95.36,13.05,5.56,22.59,0.94,0.99,6.61,19.82,7.67,4.04,2.843,6.28,10.75,1.16,13.11051,2.984953,9.237009820499999,38852,12.16,-1.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:30:00,1.701105,2.412317,2.628808,2.663599,2.646997,2.707269,2.840539,3.003931,3.000055,2.981195,12.88654,95.49096,12.88654,95.49096,2.903511,11.92803,88.47606,11.92803,88.47606,2.940468,2.391,17.36,30.55,19.86,95.42,13.06,6.44,26.17,0.9,0.95,6.6,19.81,7.45,4.04,2.844,6.27,10.73,1.16,13.11148,2.974936,9.237693234,38853,12.15,-1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:40:00,1.962549,2.396142,2.601038,2.662073,2.629877,2.724023,2.852991,3.002405,2.996454,2.97796,12.89489,95.45797,12.89489,95.45797,2.866516,11.94071,88.56722,11.94071,88.56722,2.939278,2.319,17.32,30.56,19.86,95.2,13.05,5.91,24.03,0.96,1.01,6.6,19.81,7.76,4.04,2.846,6.28,10.73,1.16,13.10933,2.968969,9.2361784515,38854,12.15,-1.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 05:50:00,2.101831,2.346735,2.5422,2.663385,2.625085,2.715478,2.848779,3.003808,2.996088,2.975915,12.88151,95.36402,12.88151,95.36402,2.868568,11.95616,88.67634,11.95616,88.67634,2.936882,2.296,17.31,30.56,19.86,95.1,13.05,5.45,22.16,0.93,0.97,6.61,19.83,7.66,4.04,2.847,6.27,10.72,1.16,13.11193,2.965785,9.2380102815,38855,12.12,-1.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 06:00:00,1.859979,2.321924,2.541345,2.65069,2.633813,2.742883,2.845941,2.99444,2.995111,2.985162,12.87027,95.31388,12.87027,95.31388,2.881409,11.95639,88.68354,11.95639,88.68354,2.939278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.11203,2.97346,9.2380807365,38856,12.17,-1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
FCR,50,2025-02-22 06:10:00,1.786584,2.294183,2.433618,2.638849,2.640436,2.735651,2.852167,2.973535,2.993341,2.991296,12.86101,95.2567,12.86101,95.2567,2.885864,11.9246,88.4933,11.9246,88.4933,2.95845,2.294,17.31,30.56,19.86,95.16,13.06,4.56,18.53,0.84,0.88,6.6,19.82,7.52,4.04,2.847,6.27,10.72,1.17,13.11149,2.990479,9.2377002795,38857,12.11,-1.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-02-22 06:20:00,1.970575,2.245691,2.344659,2.614679,2.640771,2.729517,2.817834,2.942529,2.951074,2.982263,12.80219,94.82224,12.80219,94.82224,2.886383,11.92572,88.47319,11.92572,88.47319,2.946457,2.263,17.29,30.57,19.87,94.94,13.04,5.4,21.93,0.96,1.01,6.63,19.9,7.39,4.05,2.849,6.27,10.73,1.17,13.11049,2.980577,9.2369957295,38858,12.1,-1.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
