Reservoir,Site,DateTime,ThermistorTemp_C_surface,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,RDO_mgL_5,RDOsat_percent_5,RDO_mgL_5_adjusted,RDOsat_percent_5_adjusted,RDOTemp_C_5,RDO_mgL_9,RDOsat_percent_9,RDO_mgL_9_adjusted,RDOsat_percent_9_adjusted,RDOTemp_C_9,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOTurbidity_FNU_1,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_9,LvlTemp_C_9,LvlDepth_m_9,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_surface,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_RDO_mgL_5,Flag_RDOsat_percent_5,Flag_RDOTemp_C_5,Flag_RDO_mgL_9,Flag_RDOsat_percent_9,Flag_RDOTemp_C_9,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOTurbidity_FNU_1,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_9,Flag_LvlTemp_C_9
FCR,50,2025-01-01 00:00:00,4.979852,4.921899,5.018823,4.947442,4.73562,4.703576,4.739038,4.708795,4.667108,4.609491,11.61509,90.52998,11.61509,90.52998,4.818611,10.58787,81.97586,10.58787,81.97586,4.562233,4.979,23.48,38.01,24.71,91.18,11.65,6.05,26.47,0.9,0.99,6.23,19.12,2.41,3.19,2.25,6.14,10.76,1.19,13.15827,4.59878,9.2706591285,31332,12.26,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 00:10:00,4.952081,4.889948,4.993707,4.959161,4.736902,4.705896,4.745508,4.728082,4.660638,4.608728,11.63421,90.66613,11.63421,90.66613,4.813103,10.53469,81.56064,10.53469,81.56064,4.56057,4.95,23.49,38.07,24.75,90.79,11.61,8.060001,35.23,1,1.09,6.23,19.14,2.43,3.2,2.251,6.15,10.76,1.19,13.16844,4.595993,9.277824402,31333,12.27,12.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 00:20:00,4.928644,4.871088,4.963464,4.918054,4.726282,4.709253,4.754236,4.725336,4.653711,4.606592,11.6403,90.71682,11.6403,90.71682,4.814453,10.54318,81.6278,10.54318,81.6278,4.561241,4.941,23.49,38.08,24.75,90.63,11.59,6.59,28.8,0.77,0.84,6.23,19.13,2.43,3.2,2.252,6.14,10.75,1.19,13.16553,4.594374,9.275774161500001,31334,12.26,12.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 00:30:00,4.927087,4.867548,4.921167,4.879694,4.706537,4.713617,4.752649,4.707849,4.639886,4.603265,11.66018,90.88658,11.66018,90.88658,4.820778,10.53485,81.55708,10.53485,81.55708,4.55822,4.926,23.5,38.12,24.78,90.38,11.56,7.05,30.82,1.01,1.11,6.25,19.21,2.4,3.2,2.256,6.15,10.77,1.19,13.16404,4.59201,9.274724382,31335,12.27,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 00:40:00,4.917016,4.855615,4.887598,4.83053,4.683069,4.711053,4.736352,4.67312,4.628046,4.597894,11.64346,90.75622,11.64346,90.75622,4.820778,10.56396,81.7525,10.56396,81.7525,4.544182,4.918,23.5,38.13,24.78,90.26,11.55,5.78,25.28,0.81,0.88,6.26,19.21,2.34,3.21,2.261,6.14,10.78,1.19,13.14209,4.587817,9.2592595095,31336,12.26,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 00:50:00,4.964594,4.872369,4.869134,4.796258,4.6802,4.707117,4.720331,4.651819,4.619318,4.594812,11.64083,90.71846,11.64083,90.71846,4.813446,10.61447,82.13432,10.61447,82.13432,4.539993,4.933,23.49,38.09,24.76,90.49,11.58,6.15,26.92,0.73,0.79,6.22,19.1,2.37,3.2,2.258,6.14,10.77,1.19,13.15646,4.584018,9.269383892999999,31337,12.27,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:00:00,5.000604,4.906518,4.958704,4.785974,4.676996,4.709466,4.68252,4.643732,4.614709,4.590631,11.63593,90.6959,11.63593,90.6959,4.820107,10.64569,82.37107,10.64569,82.37107,4.537819,4.956,23.49,38.06,24.74,90.71,11.6,7.41,32.39,0.81,0.89,6.22,19.11,2.34,3.2,2.258,6.14,10.75,1.19,13.15976,4.580459,9.271708908,31338,12.25,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:10:00,5.019098,4.93612,4.972925,4.788995,4.6863340000000004,4.70849,4.695856,4.648523,4.625116,4.603387,11.64342,90.76844,11.64342,90.76844,4.826103,10.68961,82.76483,10.68961,82.76483,4.562744,4.969,23.47,38.02,24.71,90.9,11.62,7.61,33.26,0.86,0.94,6.22,19.1,2.31,3.2,2.258,6.15,10.76,1.19,13.17012,4.592024,9.279008046000001,31339,12.25,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:20:00,5.025446,4.938714,4.990503,4.800073,4.679468,4.708887,4.70672,4.696649,4.638971,4.612512,11.5926,90.38796,11.5926,90.38796,4.832779,10.67399,82.64225,10.67399,82.64225,4.562073,4.995,23.46,37.97,24.68,91.15,11.64,8.04,35.12,1.17,1.29,6.22,19.09,2.31,3.21,2.259,6.14,10.76,1.19,13.16925,4.604031,9.2783950875,31340,12.26,11.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:30:00,5.01217,4.937036,4.975427,4.81048,4.736383,4.763696,4.791742,4.824487,4.709344,4.619958,11.62103,90.61898,11.62103,90.61898,4.836769,10.71018,82.92334,10.71018,82.92334,4.562401,4.989,23.46,37.98,24.69,91.09,11.64,6.23,27.25,0.7,0.76,6.22,19.1,2.35,3.2,2.258,6.15,10.75,1.19,13.16669,4.606861,9.276591439499999,31341,12.23,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:40:00,5.020318,4.924524,4.997888,4.87298,4.800562,4.797326,4.773431,4.760553,4.689111,4.630853,11.73443,91.62485,11.73443,91.62485,4.888054,10.72179,83.06053,10.72179,83.06053,4.584297,4.985,23.48,38,24.7,91.01,11.63,7.65,33.44,0.79,0.86,6.21,19.06,2.31,3.21,2.264,6.14,10.73,1.19,13.16158,4.616665,9.272991189,31342,12.22,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 01:50:00,4.985895,4.91723,4.985315,4.917322,4.842432,4.856988,4.877588,4.818902,4.795221,4.749933,11.8069,92.25306,11.8069,92.25306,4.914177,10.9431,85.08242,10.9431,85.08242,4.723564,4.975,23.48,38.02,24.71,91,11.63,5.85,25.59,0.8,0.87,6.21,19.07,2.39,3.21,2.261,6.15,10.71,1.19,13.16106,4.736823,9.272624823000001,31343,12.23,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:00:00,4.974939,4.901697,4.983118,4.955652,4.870111,4.902856,4.919672,4.928674,4.916559,4.7781,11.95359,93.51166,11.95359,93.51166,4.960754,11.0181,85.68595,11.0181,85.68595,4.732742,4.962,23.47,38.02,24.71,90.8,11.61,6.62,28.96,0.82,0.9,6.22,19.09,2.34,3.22,2.266,6.15,10.7,1.2,13.15602,4.766269,9.269073891,31344,12.23,11.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:10:00,4.968256,4.899927,4.976465,4.964441,4.89602,4.922082,4.945764,4.93963,4.877557,4.79931,11.96237,93.70262,11.96237,93.70262,5.011291,11.10467,86.25004,11.10467,86.25004,4.684021,4.956,23.46,38.02,24.71,90.78,11.61,6.41,28.02,0.83,0.91,6.22,19.1,2.33,3.22,2.27,6.15,10.69,1.2,13.16369,4.784791,9.2744777895,31345,12.22,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:20:00,4.977319,4.900995,4.978113,4.976221,4.895593,4.928278,4.96972,4.979608,4.928064,4.828851,11.94751,93.63929,11.94751,93.63929,5.033234,10.91954,85.03994,10.91954,85.03994,4.787445,4.958,23.47,38.02,24.71,90.93,11.62,7.13,31.18,1.01,1.11,6.21,19.07,2.35,3.22,2.269,6.15,10.7,1.2,13.15849,4.794207,9.2708141295,31346,12.21,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:30:00,4.989038,4.934991,4.991693,4.9829040000000004,4.916711,4.946924,4.982721,4.98269,4.862298,4.648584,11.96894,93.84994,11.96894,93.84994,5.050835,10.86237,84.20925,10.86237,84.20925,4.611542,4.995,23.44,37.94,24.66,91.48,11.68,9.79,42.75,0.93,1.02,6.21,19.07,2.32,3.22,2.271,6.14,10.69,1.2,13.16681,4.632816,9.2766759855,31347,12.19,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:40:00,4.945459,4.915063,5.000268,4.991846,4.911615,4.895715,4.875238,4.80459,4.661035,4.62185,11.90569,93.31641,11.90569,93.31641,5.035225,10.64458,82.45704,10.64458,82.45704,4.581802,4.976,23.45,37.98,24.69,91.26,11.66,7.45,32.57,0.93,1.02,6.23,19.13,2.28,3.23,2.276,6.14,10.67,1.2,13.1643,4.604805,9.274907565000001,31348,12.18,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 02:50:00,4.94967,4.886682,4.964838,4.988794,4.906732,4.924493,4.889612,4.836938,4.749231,4.6289,11.93085,93.51515,11.93085,93.51515,5.035896,10.61861,82.26792,10.61861,82.26792,4.587486,4.958,23.46,38.01,24.71,90.93,11.62,5.75,25.14,0.82,0.9,6.21,19.06,2.31,3.22,2.268,6.14,10.64,1.19,13.15728,4.616129,9.269961624,31349,12.17,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:00:00,4.942621,4.881494,4.96087,4.97503,4.899744,4.92016,4.906152,4.860864,4.723871,4.65481,11.93165,93.52778,11.93165,93.52778,5.038536,10.70816,83.01414,10.70816,83.01414,4.611702,4.94,23.46,38.03,24.72,90.77,11.61,6.63,28.97,1.03,1.13,6.23,19.14,2.34,3.23,2.276,6.15,10.65,1.19,13.167,4.63809,9.27680985,31350,12.19,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:10:00,4.926599,4.876306,4.962793,4.954828,4.883112,4.908838,4.865228,4.80108,4.712488,4.659662,11.90126,93.28277,11.90126,93.28277,5.035713,10.73589,83.22972,10.73589,83.22972,4.612045,4.942,23.45,38.01,24.71,90.88,11.62,8.07,35.25,1.04,1.15,6.23,19.14,2.3,3.24,2.281,6.15,10.66,1.19,13.14963,4.647767,9.2645718165,31351,12.19,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:20:00,4.941461,4.872217,4.965845,4.964624,4.896997,4.92663,4.921136,4.788598,4.737024,4.686456,11.91488,93.39148,11.91488,93.39148,5.036545,10.76391,83.50034,10.76391,83.50034,4.636604,4.941,23.44,38,24.7,90.88,11.62,7.93,34.65,1.02,1.13,6.23,19.12,2.26,3.24,2.282,6.14,10.66,1.19,13.15866,4.6645200000000004,9.270933903,31352,12.19,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:30:00,4.959528,4.892877,4.981714,4.995538,4.928369,4.959192,4.995325,4.854303,4.853479,4.70907,12.02312,94.29984,12.02312,94.29984,5.061127,10.86485,84.33953,10.86485,84.33953,4.662163,4.956,23.44,37.97,24.68,91.02,11.64,8.03,35.1,1.13,1.25,6.22,19.1,2.28,3.24,2.284,6.14,10.64,1.19,13.16981,4.692567,9.2787896355,31353,12.18,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:40:00,4.966486,4.902216,4.983392,4.995813,4.929559,4.964563,4.99624,4.917352,4.81582,4.721582,12.02258,94.35259,12.02258,94.35259,5.084549,10.87568,84.44107,10.87568,84.44107,4.670174,4.984,23.43,37.94,24.66,91.36,11.67,7.6,33.21,0.99,1.1,6.2,19.04,2.32,3.24,2.282,6.14,10.62,1.2,13.15715,4.707941,9.2698700325,31354,12.14,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 03:50:00,4.971582,4.915368,4.987512,4.988184,4.912866,4.9508,4.928735,4.904077,4.867578,4.755182,11.98197,94.0048,11.98197,94.0048,5.072578,10.92647,84.92636,10.92647,84.92636,4.711388,4.98,23.42,37.93,24.65,91.26,11.66,6.93,30.39,0.79,0.86,6.2,19.05,2.38,3.24,2.285,6.14,10.65,1.2,13.16673,4.744134,9.2766196215,31355,12.17,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 04:00:00,4.966119,4.910882,4.984369,4.984399,4.909021,4.924676,4.924371,4.929529,4.892694,4.82522,11.92872,93.53702,11.92872,93.53702,5.051819,10.98396,85.51776,10.98396,85.51776,4.776611,4.969,23.43,37.94,24.66,91.18,11.65,8.189999,35.77,0.85,0.93,6.23,19.12,2.39,3.24,2.284,6.15,10.62,1.2,13.15076,4.810506,9.265367958,31356,12.15,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 04:10:00,4.947839,4.914728,4.996179,4.99325,4.926965,4.945459,4.974847,4.9357239999999996,4.905969,4.856592,11.92244,93.51129,11.92244,93.51129,5.06163,11.04511,86.06816,11.04511,86.06816,4.809944,4.982,23.43,37.93,24.66,91.3,11.66,6.69,29.27,0.84,0.92,6.21,19.07,2.35,3.23,2.272,6.15,10.62,1.2,13.15466,4.838359,9.268115703,31357,12.14,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 04:20:00,4.94436,4.918146,5.004449,4.994775,4.927057,4.96084,4.969842,4.937066,4.903253,4.856622,11.96189,93.83999,11.96189,93.83999,5.069595,11.13663,86.78665,11.13663,86.78665,4.812271,4.985,23.42,37.92,24.65,91.24,11.66,6.22,27.19,1.07,1.18,6.22,19.11,2.32,3.25,2.287,6.15,10.62,1.2,13.15844,4.856758,9.270778902,31358,12.14,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 04:30:00,4.953119,4.924005,4.999475,4.997003,4.928338,4.933496,4.915765,4.921747,4.888482,4.852167,11.94942,93.72808,11.94942,93.72808,5.063789,11.06779,86.24646,11.06779,86.24646,4.810623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.15459,4.841975,9.2680663845,31359,12.22,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
FCR,50,2025-01-01 04:40:00,4.952692,4.917261,4.991296,4.996667,4.918298,4.887933,4.920648,4.929803,4.884363,4.859766,11.84321,92.82937,11.84321,92.82937,5.036377,11.10393,86.53338,11.10393,86.53338,4.812943,4.968,23.43,37.95,24.67,91.17,11.65,7.97,34.82,1.13,1.25,6.22,19.1,2.34,3.25,2.286,6.15,10.63,1.19,13.16792,4.844224,9.277458036,31360,12.15,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 04:50:00,4.948511,4.898248,4.9681940000000004,4.988886,4.877832,4.891595,4.935998,4.928156,4.909296,4.881616,11.85955,92.90648,11.85955,92.90648,5.015114,11.10595,86.60617,11.10595,86.60617,4.838432,4.963,23.43,37.96,24.68,91.02,11.64,7.71,33.71,0.87,0.95,6.22,19.09,2.33,3.24,2.284,6.15,10.62,1.19,13.16568,4.869298,9.275879844,31361,12.15,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:00:00,4.940668,4.89953,4.977868,4.977868,4.876459,4.90365,4.944421,4.942896,4.917688,4.892297,11.86365,92.95504,11.86365,92.95504,5.021927,11.13695,86.85013,11.13695,86.85013,4.839424,4.961,23.44,37.97,24.68,91.07,11.64,6.87,30.02,0.82,0.9,6.22,19.11,2.39,3.25,2.287,6.15,10.63,1.19,13.15218,4.882403,9.266368418999999,31362,12.15,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:10:00,4.932092,4.890192,4.965692,4.976098,4.87417,4.909784,4.946344,4.946283,4.916742,4.886224,11.90817,93.33654,11.90817,93.33654,5.035545,11.123,86.73609,11.123,86.73609,4.837097,4.947,23.44,37.98,24.69,90.92,11.63,6.95,30.37,0.99,1.09,6.23,19.13,2.43,3.24,2.285,6.15,10.62,1.19,13.14718,4.875743,9.262845669,31363,12.15,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:20:00,4.921808,4.883905,4.971368,4.97262,4.876367,4.909784,4.938562,4.940668,4.909448,4.88891,11.88431,93.1492,11.88431,93.1492,5.035393,11.11359,86.66658,11.11359,86.66658,4.83876,4.954,23.43,37.96,24.67,91.02,11.64,8.26,36.12,1.18,1.3,6.24,19.15,2.37,3.25,2.288,6.14,10.62,1.19,13.15786,4.878096,9.270370263,31364,12.16,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:30:00,4.915582,4.874536,4.964624,4.967737,4.878656,4.90133,4.935938,4.932428,4.898492,4.881372,11.84898,92.8713,11.84898,92.8713,5.035042,11.10483,86.59478,11.10483,86.59478,4.837265,4.945,23.42,37.96,24.68,90.98,11.64,8.61,37.61,1.01,1.12,6.23,19.13,2.36,3.25,2.291,6.14,10.62,1.21,13.16132,4.870795,9.272808006,31365,12.14,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:40:00,4.91015,4.879877,4.965143,4.963556,4.879449,4.899622,4.933435,4.926355,4.901025,4.877924,11.80556,92.53009,11.80556,92.53009,5.034554,11.07262,86.33834,11.07262,86.33834,4.83493,4.938,23.43,37.99,24.69,90.71,11.6,7.73,33.79,1.09,1.2,6.23,19.12,2.32,3.25,2.289,6.15,10.62,1.21,13.17974,4.86793,9.285785817,31366,12.15,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 05:50:00,4.910028,4.856439,4.948694,4.966333,4.889032,4.897546,4.927362,4.924036,4.905847,4.881982,11.79215,92.41014,11.79215,92.41014,5.028412,11.04941,86.16304,11.04941,86.16304,4.837425,4.921,23.42,37.99,24.69,90.8,11.62,7.13,31.17,0.94,1.04,6.23,19.12,2.32,3.25,2.292,6.15,10.61,1.21,13.16052,4.86947,9.272244366,31367,12.14,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:00:00,4.920282,4.866571,4.948816,4.965967,4.88421,4.896264,4.919427,4.924371,4.905267,4.884668,11.79651,92.4396,11.79651,92.4396,5.026405,11.04171,86.10302,11.04171,86.10302,4.837425,4.933,23.44,38.01,24.7,90.82,11.62,6.83,29.88,0.95,1.05,6.24,19.15,2.33,3.26,2.299,6.14,10.61,1.21,13.15369,4.872791,9.2674322895,31368,12.14,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:10:00,4.916437,4.871088,4.946496,4.964929,4.878046,4.878168,4.922754,4.928888,4.906335,4.883813,11.75979,92.11855,11.75979,92.11855,5.012459,11.01225,85.86737,11.01225,85.86737,4.83477,4.933,23.44,38,24.7,90.76,11.61,6.76,29.55,1.02,1.12,6.23,19.13,2.3,3.26,2.297,6.14,10.62,1.21,13.14611,4.870724,9.2620918005,31369,12.15,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:20:00,4.912012,4.866968,4.949884,4.958582,4.8612,4.886224,4.92666,4.935388,4.838312,4.771631,11.77651,92.2473,11.77651,92.2473,5.011459,10.87312,84.56851,10.87312,84.56851,4.737244,4.933,23.44,38,24.7,90.62,11.59,7.63,33.34,0.85,0.93,6.23,19.14,2.41,3.26,2.295,6.15,10.6,1.19,13.15089,4.752852,9.265459549500001,31370,12.15,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:30:00,4.908228,4.866907,4.947107,4.95318,4.854272,4.884698,4.926843,4.927942,4.824609,4.756586,11.78746,92.33622,11.78746,92.33622,5.012787,10.81972,84.0987,10.81972,84.0987,4.712395,4.93,23.43,38,24.7,90.64,11.6,8.16,35.67,1.1,1.21,6.24,19.17,2.4,3.27,2.302,6.15,10.61,1.19,13.16805,4.741385,9.2775496275,31371,12.14,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:40:00,4.906244,4.868005,4.946954,4.952112,4.854303,4.887781,4.931329,4.918115,4.853418,4.781732,11.79567,92.39885,11.79567,92.39885,5.012131,10.84693,84.33242,10.84693,84.33242,4.72258,4.928,23.44,38.02,24.71,90.59,11.59,7.9,34.53,1.14,1.26,6.22,19.09,2.86,3.27,2.303,6.14,10.61,1.19,13.16599,4.761162,9.2760982545,31372,12.14,9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 06:50:00,4.91607,4.866968,4.947687,4.951776,4.858484,4.888818,4.930841,4.916498,4.858331,4.785089,11.79139,92.36431,11.79139,92.36431,5.011627,10.87406,84.57313,10.87406,84.57313,4.736099,4.929,23.45,38.02,24.71,90.52,11.58,6.58,28.78,1.05,1.16,6.25,19.19,2.23,3.28,2.308,6.14,10.6,1.19,13.1692,4.770298,9.27835986,31373,12.15,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 07:00:00,4.913354,4.87124,4.948602,4.952081,4.860437,4.888391,4.918817,4.87887,4.797052,4.744165,11.82193,92.60354,11.82193,92.60354,5.011627,10.75033,83.52974,10.75033,83.52974,4.698723,4.932,23.45,38.03,24.72,90.45,11.57,7.88,34.45,1.01,1.12,6.23,19.14,2.32,3.28,2.309,6.14,10.6,1.19,13.15897,4.731341,9.2711523135,31374,12.14,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2025-01-01 07:10:00,4.913354,4.868982,4.948114,4.951288,4.861841,4.872552,4.883172,4.810236,4.745172,4.71203,11.77964,92.27056,11.77964,92.27056,5.010956,10.63258,82.53231,10.63258,82.53231,4.660316,4.93,23.46,38.05,24.73,90.3,11.55,7.91,34.55,1.13,1.25,6.23,19.12,2.53,3.28,2.308,6.14,10.61,1.19,13.15244,4.693415,9.266551602,31375,12.15,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
