"TOA5","8321","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20240305_chlatest.CR6","4835","EXO_Chla_overlap"
"TIMESTAMP","RECORD","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","Chla_RFU_test","Chla_ugL_test","BGAPC_RFU_test","BGAPC_ugL_test","EXO_wtr_1"
"TS","RN","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-20 07:30:00",42442,1.38,5.4,0.39,0.33,"NAN","NAN","NAN","NAN",3.123
"2026-01-20 07:40:00",42443,0.84,3.23,0.36,0.3,"NAN","NAN","NAN","NAN",3.114
"2026-01-20 07:50:00",42444,0.86,3.31,0.3,0.24,"NAN","NAN","NAN","NAN",3.114
"2026-01-20 08:00:00",42445,0.73,2.8,0.28,0.22,"NAN","NAN","NAN","NAN",3.118
"2026-01-20 08:10:00",42446,0.58,2.19,0.24,0.19,"NAN","NAN","NAN","NAN",3.112
"2026-01-20 08:20:00",42447,0.55,2.06,0.29,0.23,"NAN","NAN","NAN","NAN",3.101
"2026-01-20 08:30:00",42448,0.66,2.49,0.25,0.19,"NAN","NAN","NAN","NAN",3.046
"2026-01-20 08:40:00",42449,0.93,3.59,0.27,0.21,"NAN","NAN","NAN","NAN",3.034
"2026-01-20 08:50:00",42450,1.06,4.14,0.32,0.26,"NAN","NAN","NAN","NAN",3.021
"2026-01-20 09:00:00",42451,0.8,3.09,0.29,0.23,"NAN","NAN","NAN","NAN",2.932
"2026-01-20 09:10:00",42452,1.21,4.73,0.37,0.3,"NAN","NAN","NAN","NAN",2.55
"2026-01-20 09:20:00",42453,2.14,8.46,0.41,0.34,"NAN","NAN","NAN","NAN",2.373
"2026-01-20 09:30:00",42454,0.78,2.97,0.3,0.24,"NAN","NAN","NAN","NAN",2.353
"2026-01-20 09:40:00",42455,0.86,3.32,0.33,0.27,"NAN","NAN","NAN","NAN",2.257
"2026-01-20 09:50:00",42456,1.13,4.41,0.35,0.29,"NAN","NAN","NAN","NAN",2.191
"2026-01-20 10:00:00",42457,1.13,4.39,0.35,0.28,"NAN","NAN","NAN","NAN",2.172
"2026-01-20 10:10:00",42458,1.02,3.97,0.35,0.28,"NAN","NAN","NAN","NAN",2.128
"2026-01-20 10:20:00",42459,0.66,2.5,0.27,0.21,"NAN","NAN","NAN","NAN",2.015
"2026-01-20 10:30:00",42460,0.7,2.66,0.34,0.27,"NAN","NAN","NAN","NAN",2.022
"2026-01-20 10:40:00",42461,0.62,2.36,0.3,0.24,"NAN","NAN","NAN","NAN",2.058
"2026-01-20 10:50:00",42462,0.66,2.49,0.27,0.2,"NAN","NAN","NAN","NAN",2.185
"2026-01-20 11:00:00",42463,1.3,5.07,0.32,0.26,"NAN","NAN","NAN","NAN",2.201
"2026-01-20 11:10:00",42464,0.62,2.34,0.25,0.19,"NAN","NAN","NAN","NAN",2.343
"2026-01-20 11:20:00",42465,1.02,3.94,0.34,0.28,"NAN","NAN","NAN","NAN",2.371
"2026-01-20 11:30:00",42466,1.12,4.35,0.32,0.25,"NAN","NAN","NAN","NAN",2.377
"2026-01-20 11:40:00",42467,0.92,3.56,0.31,0.25,"NAN","NAN","NAN","NAN",2.418
"2026-01-20 11:50:00",42468,0.99,3.84,0.29,0.23,"NAN","NAN","NAN","NAN",2.469
"2026-01-20 12:00:00",42469,1.17,4.58,0.35,0.29,"NAN","NAN","NAN","NAN",2.468
"2026-01-20 12:10:00",42470,0.81,3.1,0.32,0.25,"NAN","NAN","NAN","NAN",2.461
"2026-01-20 12:20:00",42471,0.64,2.41,0.27,0.21,"NAN","NAN","NAN","NAN",2.484
"2026-01-20 12:30:00",42472,0.64,2.43,0.28,0.22,"NAN","NAN","NAN","NAN",2.491
"2026-01-20 12:40:00",42473,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-20 12:50:00",42474,1.13,4.39,0.32,0.25,"NAN","NAN","NAN","NAN",2.784
"2026-01-20 13:00:00",42475,0.7,2.68,0.26,0.2,"NAN","NAN","NAN","NAN",2.894
"2026-01-20 13:10:00",42476,0.73,2.8,0.22,0.16,"NAN","NAN","NAN","NAN",2.931
"2026-01-20 13:20:00",42477,0.96,3.71,0.28,0.22,"NAN","NAN","NAN","NAN",2.903
"2026-01-20 13:30:00",42478,0.83,3.18,0.3,0.24,"NAN","NAN","NAN","NAN",2.817
"2026-01-20 13:40:00",42479,0.88,3.4,0.3,0.24,"NAN","NAN","NAN","NAN",2.845
"2026-01-20 13:50:00",42480,0.59,2.23,0.23,0.17,"NAN","NAN","NAN","NAN",2.914
"2026-01-20 14:00:00",42481,0.81,3.12,0.32,0.26,"NAN","NAN","NAN","NAN",2.961
"2026-01-20 14:10:00",42482,0.82,3.14,0.25,0.19,"NAN","NAN","NAN","NAN",2.984
"2026-01-20 14:20:00",42483,0.83,3.19,0.34,0.27,"NAN","NAN","NAN","NAN",2.995
"2026-01-20 14:30:00",42484,0.92,3.57,0.36,0.29,"NAN","NAN","NAN","NAN",3.024
"2026-01-20 14:40:00",42485,0.71,2.71,0.29,0.23,"NAN","NAN","NAN","NAN",3.025
"2026-01-20 14:50:00",42486,0.92,3.56,0.3,0.23,"NAN","NAN","NAN","NAN",3.002
"2026-01-20 15:00:00",42487,0.97,3.76,0.33,0.27,"NAN","NAN","NAN","NAN",2.963
"2026-01-20 15:10:00",42488,0.82,3.14,0.3,0.24,"NAN","NAN","NAN","NAN",2.992
"2026-01-20 15:20:00",42489,1.28,4.99,0.32,0.26,"NAN","NAN","NAN","NAN",3.025
"2026-01-20 15:30:00",42490,0.71,2.71,0.27,0.21,"NAN","NAN","NAN","NAN",3.068
"2026-01-20 15:40:00",42491,0.96,3.73,0.34,0.28,"NAN","NAN","NAN","NAN",3.048
"2026-01-20 15:50:00",42492,1.11,4.31,0.31,0.24,"NAN","NAN","NAN","NAN",3.025
"2026-01-20 16:00:00",42493,0.82,3.15,0.26,0.2,"NAN","NAN","NAN","NAN",3.02
"2026-01-20 16:10:00",42494,0.85,3.25,0.3,0.24,"NAN","NAN","NAN","NAN",2.996
"2026-01-20 16:20:00",42495,0.71,2.72,0.31,0.24,"NAN","NAN","NAN","NAN",3.006
"2026-01-20 16:30:00",42496,0.87,3.36,0.34,0.28,"NAN","NAN","NAN","NAN",2.957
"2026-01-20 16:40:00",42497,0.89,3.44,0.32,0.26,"NAN","NAN","NAN","NAN",2.936
"2026-01-20 16:50:00",42498,1.4,5.48,0.4,0.34,"NAN","NAN","NAN","NAN",2.904
"2026-01-20 17:00:00",42499,0.98,3.79,0.36,0.3,"NAN","NAN","NAN","NAN",2.87
"2026-01-20 17:10:00",42500,0.97,3.74,0.35,0.29,"NAN","NAN","NAN","NAN",2.859
"2026-01-20 17:20:00",42501,1.02,3.95,0.37,0.31,"NAN","NAN","NAN","NAN",2.837
"2026-01-20 17:30:00",42502,1.17,4.56,0.37,0.3,"NAN","NAN","NAN","NAN",2.806
"2026-01-20 17:40:00",42503,0.73,2.79,0.32,0.25,"NAN","NAN","NAN","NAN",2.772
"2026-01-20 17:50:00",42504,1.89,7.45,0.44,0.38,"NAN","NAN","NAN","NAN",2.768
"2026-01-20 18:00:00",42505,2.19,8.689999,0.42,0.35,"NAN","NAN","NAN","NAN",2.76
"2026-01-20 18:10:00",42506,1.25,4.89,0.4,0.33,"NAN","NAN","NAN","NAN",2.741
"2026-01-20 18:20:00",42507,2.67,10.62,0.39,0.33,"NAN","NAN","NAN","NAN",2.724
"2026-01-20 18:30:00",42508,1.02,3.94,0.41,0.34,"NAN","NAN","NAN","NAN",2.705
"2026-01-20 18:40:00",42509,0.73,2.77,0.26,0.2,"NAN","NAN","NAN","NAN",2.697
"2026-01-20 18:50:00",42510,0.87,3.36,0.34,0.28,"NAN","NAN","NAN","NAN",2.664
"2026-01-20 19:00:00",42511,1.01,3.93,0.33,0.27,"NAN","NAN","NAN","NAN",2.621
"2026-01-20 19:10:00",42512,0.66,2.51,0.28,0.21,"NAN","NAN","NAN","NAN",2.594
"2026-01-20 19:20:00",42513,0.87,3.36,0.31,0.25,"NAN","NAN","NAN","NAN",2.549
"2026-01-20 19:30:00",42514,0.95,3.67,0.28,0.22,"NAN","NAN","NAN","NAN",2.48
"2026-01-20 19:40:00",42515,0.51,1.91,0.21,0.15,"NAN","NAN","NAN","NAN",2.447
"2026-01-20 19:50:00",42516,0.95,3.67,0.29,0.23,"NAN","NAN","NAN","NAN",2.396
"2026-01-20 20:00:00",42517,1.33,5.21,0.47,0.41,"NAN","NAN","NAN","NAN",2.331
"2026-01-20 20:10:00",42518,0.71,2.72,0.35,0.28,"NAN","NAN","NAN","NAN",2.25
"2026-01-20 20:20:00",42519,0.78,2.97,0.28,0.21,"NAN","NAN","NAN","NAN",2.145
"2026-01-20 20:30:00",42520,0.66,2.49,0.3,0.24,"NAN","NAN","NAN","NAN",2.105
"2026-01-20 20:40:00",42521,0.86,3.32,0.32,0.26,"NAN","NAN","NAN","NAN",2.058
"2026-01-20 20:50:00",42522,0.86,3.31,0.32,0.26,"NAN","NAN","NAN","NAN",2.036
"2026-01-20 21:00:00",42523,2.01,7.96,0.32,0.26,"NAN","NAN","NAN","NAN",2.032
"2026-01-20 21:10:00",42524,0.67,2.54,0.28,0.22,"NAN","NAN","NAN","NAN",2.031
"2026-01-20 21:20:00",42525,0.36,1.29,0.27,0.21,"NAN","NAN","NAN","NAN",2.004
"2026-01-20 21:30:00",42526,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-20 21:40:00",42527,0.7,2.66,0.27,0.21,"NAN","NAN","NAN","NAN",1.973
"2026-01-20 21:50:00",42528,1.17,4.55,0.36,0.3,"NAN","NAN","NAN","NAN",1.949
"2026-01-20 22:00:00",42529,0.72,2.75,0.29,0.23,"NAN","NAN","NAN","NAN",1.933
"2026-01-20 22:10:00",42530,0.63,2.39,0.26,0.2,"NAN","NAN","NAN","NAN",1.935
"2026-01-20 22:20:00",42531,0.66,2.52,0.33,0.27,"NAN","NAN","NAN","NAN",1.924
"2026-01-20 22:30:00",42532,0.63,2.36,0.31,0.25,"NAN","NAN","NAN","NAN",1.933
"2026-01-20 22:40:00",42533,0.84,3.21,0.37,0.31,"NAN","NAN","NAN","NAN",1.926
"2026-01-20 22:50:00",42534,0.72,2.74,0.25,0.19,"NAN","NAN","NAN","NAN",1.919
"2026-01-20 23:00:00",42535,0.68,2.56,0.31,0.25,"NAN","NAN","NAN","NAN",1.94
"2026-01-20 23:10:00",42536,0.59,2.21,0.26,0.2,"NAN","NAN","NAN","NAN",2.043
"2026-01-20 23:20:00",42537,0.87,3.36,0.3,0.24,"NAN","NAN","NAN","NAN",2.106
"2026-01-20 23:30:00",42538,0.86,3.33,0.31,0.25,"NAN","NAN","NAN","NAN",2.141
"2026-01-20 23:40:00",42539,1.05,4.08,0.32,0.26,"NAN","NAN","NAN","NAN",2.152
"2026-01-20 23:50:00",42540,0.76,2.92,0.25,0.19,"NAN","NAN","NAN","NAN",2.16
"2026-01-21 00:00:00",42541,0.43,1.58,0.25,0.19,"NAN","NAN","NAN","NAN",2.182
"2026-01-21 00:10:00",42542,1.26,4.92,0.31,0.24,"NAN","NAN","NAN","NAN",2.326
"2026-01-21 00:20:00",42543,0.91,3.5,0.32,0.26,"NAN","NAN","NAN","NAN",2.375
"2026-01-21 00:30:00",42544,0.8,3.07,0.32,0.26,"NAN","NAN","NAN","NAN",2.418
"2026-01-21 00:40:00",42545,0.82,3.13,0.31,0.25,"NAN","NAN","NAN","NAN",2.454
"2026-01-21 00:50:00",42546,1.96,7.75,0.58,0.51,"NAN","NAN","NAN","NAN",2.505
"2026-01-21 01:00:00",42547,0.81,3.11,0.32,0.25,"NAN","NAN","NAN","NAN",2.575
"2026-01-21 01:10:00",42548,0.72,2.73,0.34,0.28,"NAN","NAN","NAN","NAN",2.612
"2026-01-21 01:20:00",42549,0.76,2.91,0.29,0.23,"NAN","NAN","NAN","NAN",2.63
"2026-01-21 01:30:00",42550,1.18,4.58,0.34,0.28,"NAN","NAN","NAN","NAN",2.619
"2026-01-21 01:40:00",42551,0.67,2.55,0.3,0.24,"NAN","NAN","NAN","NAN",2.594
"2026-01-21 01:50:00",42552,1.42,5.59,0.37,0.31,"NAN","NAN","NAN","NAN",2.58
"2026-01-21 02:00:00",42553,1.85,7.3,0.44,0.37,"NAN","NAN","NAN","NAN",2.582
"2026-01-21 02:10:00",42554,0.81,3.09,0.36,0.3,"NAN","NAN","NAN","NAN",2.426
"2026-01-21 02:20:00",42555,2.25,8.93,0.48,0.41,"NAN","NAN","NAN","NAN",2.345
"2026-01-21 02:30:00",42556,0.48,1.79,0.28,0.22,"NAN","NAN","NAN","NAN",2.276
"2026-01-21 02:40:00",42557,1.37,5.36,0.4,0.33,"NAN","NAN","NAN","NAN",2.248
"2026-01-21 02:50:00",42558,1.2,4.68,0.33,0.27,"NAN","NAN","NAN","NAN",2.269
"2026-01-21 03:00:00",42559,0.88,3.39,0.27,0.21,"NAN","NAN","NAN","NAN",2.289
"2026-01-21 03:10:00",42560,0.37,1.34,0.22,0.17,"NAN","NAN","NAN","NAN",2.264
"2026-01-21 03:20:00",42561,0.63,2.36,0.29,0.23,"NAN","NAN","NAN","NAN",2.244
"2026-01-21 03:30:00",42562,0.71,2.69,0.32,0.25,"NAN","NAN","NAN","NAN",2.176
"2026-01-21 03:40:00",42563,1.42,5.57,0.32,0.25,"NAN","NAN","NAN","NAN",2.199
"2026-01-21 03:50:00",42564,0.84,3.24,0.32,0.26,"NAN","NAN","NAN","NAN",2.262
"2026-01-21 04:00:00",42565,1.09,4.23,0.3,0.24,"NAN","NAN","NAN","NAN",2.384
"2026-01-21 04:10:00",42566,0.98,3.79,0.29,0.23,"NAN","NAN","NAN","NAN",2.401
"2026-01-21 04:20:00",42567,0.4,1.45,0.26,0.2,"NAN","NAN","NAN","NAN",2.409
"2026-01-21 04:30:00",42568,1.01,3.9,0.26,0.2,"NAN","NAN","NAN","NAN",2.419
"2026-01-21 04:40:00",42569,1.25,4.87,0.34,0.27,"NAN","NAN","NAN","NAN",2.46
"2026-01-21 04:50:00",42570,0.89,3.42,0.32,0.25,"NAN","NAN","NAN","NAN",2.465
"2026-01-21 05:00:00",42571,0.31,1.1,0.24,0.18,"NAN","NAN","NAN","NAN",2.443
"2026-01-21 05:10:00",42572,0.36,1.31,0.26,0.2,"NAN","NAN","NAN","NAN",2.45
"2026-01-21 05:20:00",42573,0.54,2.04,0.24,0.18,"NAN","NAN","NAN","NAN",2.472
"2026-01-21 05:30:00",42574,1.78,7.01,0.45,0.39,"NAN","NAN","NAN","NAN",2.526
"2026-01-21 05:40:00",42575,0.83,3.18,0.45,0.39,"NAN","NAN","NAN","NAN",2.546
"2026-01-21 05:50:00",42576,0.95,3.68,0.32,0.26,"NAN","NAN","NAN","NAN",2.563
"2026-01-21 06:00:00",42577,0.76,2.89,0.28,0.22,"NAN","NAN","NAN","NAN",2.572
"2026-01-21 06:10:00",42578,1.42,5.56,0.38,0.32,"NAN","NAN","NAN","NAN",2.571
"2026-01-21 06:20:00",42579,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-21 06:30:00",42580,0.59,2.22,0.24,0.18,"NAN","NAN","NAN","NAN",2.578
"2026-01-21 06:40:00",42581,0.54,2.01,0.24,0.19,"NAN","NAN","NAN","NAN",2.584
"2026-01-21 06:50:00",42582,0.77,2.93,0.31,0.24,"NAN","NAN","NAN","NAN",2.581
"2026-01-21 07:00:00",42583,0.54,2,0.25,0.19,"NAN","NAN","NAN","NAN",2.582
"2026-01-21 07:10:00",42584,0.57,2.15,0.23,0.17,"NAN","NAN","NAN","NAN",2.586
"2026-01-21 07:20:00",42585,0.82,3.14,0.35,0.29,"NAN","NAN","NAN","NAN",2.596
"2026-01-21 07:30:00",42586,1.08,4.18,0.35,0.28,"NAN","NAN","NAN","NAN",2.551
"2026-01-21 07:40:00",42587,0.79,3.02,0.3,0.24,"NAN","NAN","NAN","NAN",2.524
"2026-01-21 07:50:00",42588,1.4,5.5,0.47,0.4,"NAN","NAN","NAN","NAN",2.507
"2026-01-21 08:00:00",42589,0.77,2.94,0.32,0.25,"NAN","NAN","NAN","NAN",2.493
"2026-01-21 08:10:00",42590,0.83,3.17,0.27,0.21,"NAN","NAN","NAN","NAN",2.494
"2026-01-21 08:20:00",42591,0.55,2.08,0.22,0.16,"NAN","NAN","NAN","NAN",2.491
"2026-01-21 08:30:00",42592,0.61,2.32,0.26,0.2,"NAN","NAN","NAN","NAN",2.479
"2026-01-21 08:40:00",42593,0.37,1.35,0.22,0.16,"NAN","NAN","NAN","NAN",2.472
"2026-01-21 08:50:00",42594,0.61,2.28,0.27,0.21,"NAN","NAN","NAN","NAN",2.478
"2026-01-21 09:00:00",42595,0.52,1.92,0.26,0.2,"NAN","NAN","NAN","NAN",2.492
"2026-01-21 09:10:00",42596,1.13,4.4,0.36,0.3,"NAN","NAN","NAN","NAN",2.52
"2026-01-21 09:20:00",42597,0.49,1.8,0.22,0.16,"NAN","NAN","NAN","NAN",2.528
"2026-01-21 09:30:00",42598,1,3.87,0.23,0.17,"NAN","NAN","NAN","NAN",2.538
"2026-01-21 09:40:00",42599,1.05,4.07,0.28,0.22,"NAN","NAN","NAN","NAN",2.558
"2026-01-21 09:50:00",42600,0.93,3.6,0.29,0.23,"NAN","NAN","NAN","NAN",2.573
"2026-01-21 10:00:00",42601,1.21,4.71,0.3,0.24,"NAN","NAN","NAN","NAN",2.602
"2026-01-21 10:10:00",42602,1.45,5.7,0.38,0.31,"NAN","NAN","NAN","NAN",2.623
"2026-01-21 10:20:00",42603,2.02,8.01,0.57,0.5,"NAN","NAN","NAN","NAN",2.664
"2026-01-21 10:30:00",42604,0.97,3.76,0.29,0.23,"NAN","NAN","NAN","NAN",2.663
"2026-01-21 10:40:00",42605,0.49,1.8,0.32,0.26,"NAN","NAN","NAN","NAN",2.646
"2026-01-21 10:50:00",42606,0.64,2.44,0.25,0.19,"NAN","NAN","NAN","NAN",2.636
"2026-01-21 11:00:00",42607,1.44,5.66,0.26,0.2,"NAN","NAN","NAN","NAN",2.643
"2026-01-21 11:10:00",42608,0.78,3.01,0.25,0.19,"NAN","NAN","NAN","NAN",2.647
"2026-01-21 11:20:00",42609,0.65,2.46,0.24,0.18,"NAN","NAN","NAN","NAN",2.644
"2026-01-21 11:30:00",42610,0.53,1.96,0.21,0.15,"NAN","NAN","NAN","NAN",2.649
"2026-01-21 11:40:00",42611,0.86,3.32,0.25,0.19,"NAN","NAN","NAN","NAN",2.659
"2026-01-21 11:50:00",42612,0.99,3.83,0.26,0.2,"NAN","NAN","NAN","NAN",2.674
"2026-01-21 12:00:00",42613,0.66,2.51,0.24,0.18,"NAN","NAN","NAN","NAN",2.695
"2026-01-21 12:10:00",42614,0.48,1.76,0.22,0.16,"NAN","NAN","NAN","NAN",2.715
"2026-01-21 12:20:00",42615,1,3.86,0.26,0.2,"NAN","NAN","NAN","NAN",2.737
"2026-01-21 12:30:00",42616,0.5,1.85,0.21,0.15,"NAN","NAN","NAN","NAN",2.765
"2026-01-21 12:40:00",42617,0.65,2.45,0.24,0.18,"NAN","NAN","NAN","NAN",2.791
"2026-01-21 12:50:00",42618,0.46,1.68,0.24,0.18,"NAN","NAN","NAN","NAN",2.797
"2026-01-21 13:00:00",42619,0.45,1.66,0.22,0.16,"NAN","NAN","NAN","NAN",2.799
"2026-01-21 13:10:00",42620,0.41,1.5,0.21,0.15,"NAN","NAN","NAN","NAN",2.801
"2026-01-21 13:20:00",42621,0.24,0.81,0.21,0.15,"NAN","NAN","NAN","NAN",2.778
"2026-01-21 13:30:00",42622,0.77,2.96,0.24,0.18,"NAN","NAN","NAN","NAN",2.779
"2026-01-21 13:40:00",42623,0.61,2.3,0.24,0.18,"NAN","NAN","NAN","NAN",2.805
"2026-01-21 13:50:00",42624,0.45,1.66,0.25,0.19,"NAN","NAN","NAN","NAN",2.829
"2026-01-21 14:00:00",42625,0.45,1.66,0.23,0.17,"NAN","NAN","NAN","NAN",2.827
"2026-01-21 14:10:00",42626,0.78,2.97,0.27,0.21,"NAN","NAN","NAN","NAN",2.826
"2026-01-21 14:20:00",42627,1.07,4.15,0.3,0.24,"NAN","NAN","NAN","NAN",2.825
"2026-01-21 14:30:00",42628,0.65,2.46,0.28,0.22,"NAN","NAN","NAN","NAN",2.83
"2026-01-21 14:40:00",42629,0.48,1.76,0.22,0.16,"NAN","NAN","NAN","NAN",2.828
"2026-01-21 14:50:00",42630,0.86,3.31,0.36,0.3,"NAN","NAN","NAN","NAN",2.829
"2026-01-21 15:00:00",42631,0.49,1.8,0.26,0.19,"NAN","NAN","NAN","NAN",2.824
"2026-01-21 15:10:00",42632,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-21 15:20:00",42633,0.42,1.54,0.24,0.18,"NAN","NAN","NAN","NAN",2.843
"2026-01-21 15:30:00",42634,0.74,2.82,0.25,0.19,"NAN","NAN","NAN","NAN",2.846
"2026-01-21 15:40:00",42635,0.66,2.5,0.28,0.22,"NAN","NAN","NAN","NAN",2.85
"2026-01-21 15:50:00",42636,0.33,1.16,0.23,0.17,"NAN","NAN","NAN","NAN",2.848
"2026-01-21 16:00:00",42637,0.9,3.49,0.26,0.2,"NAN","NAN","NAN","NAN",2.841
"2026-01-21 16:10:00",42638,0.71,2.69,0.26,0.2,"NAN","NAN","NAN","NAN",2.841
"2026-01-21 16:20:00",42639,0.34,1.2,0.26,0.2,"NAN","NAN","NAN","NAN",2.841
"2026-01-21 16:30:00",42640,0.85,3.27,0.28,0.22,"NAN","NAN","NAN","NAN",2.836
"2026-01-21 16:40:00",42641,0.52,1.94,0.25,0.19,"NAN","NAN","NAN","NAN",2.828
"2026-01-21 16:50:00",42642,0.52,1.96,0.22,0.16,"NAN","NAN","NAN","NAN",2.821
"2026-01-21 17:00:00",42643,0.48,1.77,0.22,0.16,"NAN","NAN","NAN","NAN",2.815
"2026-01-21 17:10:00",42644,0.56,2.09,0.25,0.19,"NAN","NAN","NAN","NAN",2.816
"2026-01-21 17:20:00",42645,0.38,1.35,0.25,0.19,"NAN","NAN","NAN","NAN",2.813
"2026-01-21 17:30:00",42646,0.44,1.62,0.22,0.17,"NAN","NAN","NAN","NAN",2.808
"2026-01-21 17:40:00",42647,0.35,1.24,0.23,0.17,"NAN","NAN","NAN","NAN",2.808
"2026-01-21 17:50:00",42648,1.36,5.34,0.28,0.22,"NAN","NAN","NAN","NAN",2.796
"2026-01-21 18:00:00",42649,0.9,3.47,0.3,0.24,"NAN","NAN","NAN","NAN",2.804
"2026-01-21 18:10:00",42650,0.89,3.44,0.33,0.27,"NAN","NAN","NAN","NAN",2.803
"2026-01-21 18:20:00",42651,0.62,2.35,0.34,0.28,"NAN","NAN","NAN","NAN",2.8
"2026-01-21 18:30:00",42652,1.04,4.05,0.34,0.28,"NAN","NAN","NAN","NAN",2.799
"2026-01-21 18:40:00",42653,0.68,2.57,0.25,0.19,"NAN","NAN","NAN","NAN",2.798
"2026-01-21 18:50:00",42654,0.9,3.47,0.29,0.23,"NAN","NAN","NAN","NAN",2.806
"2026-01-21 19:00:00",42655,0.59,2.23,0.25,0.19,"NAN","NAN","NAN","NAN",2.802
"2026-01-21 19:10:00",42656,1.2,4.7,0.3,0.24,"NAN","NAN","NAN","NAN",2.804
"2026-01-21 19:20:00",42657,0.64,2.42,0.29,0.23,"NAN","NAN","NAN","NAN",2.805
"2026-01-21 19:30:00",42658,0.61,2.3,0.24,0.18,"NAN","NAN","NAN","NAN",2.806
"2026-01-21 19:40:00",42659,0.62,2.36,0.3,0.24,"NAN","NAN","NAN","NAN",2.808
"2026-01-21 19:50:00",42660,0.85,3.26,0.27,0.21,"NAN","NAN","NAN","NAN",2.81
"2026-01-21 20:00:00",42661,0.96,3.72,0.26,0.2,"NAN","NAN","NAN","NAN",2.808
"2026-01-21 20:10:00",42662,0.73,2.79,0.31,0.25,"NAN","NAN","NAN","NAN",2.805
"2026-01-21 20:20:00",42663,0.91,3.53,0.31,0.25,"NAN","NAN","NAN","NAN",2.806
"2026-01-21 20:30:00",42664,2.06,8.15,0.39,0.33,"NAN","NAN","NAN","NAN",2.802
"2026-01-21 20:40:00",42665,0.67,2.54,0.26,0.2,"NAN","NAN","NAN","NAN",2.811
"2026-01-21 20:50:00",42666,1.23,4.79,0.34,0.28,"NAN","NAN","NAN","NAN",2.808
"2026-01-21 21:00:00",42667,1.39,5.43,0.38,0.32,"NAN","NAN","NAN","NAN",2.807
"2026-01-21 21:10:00",42668,1,3.86,0.27,0.21,"NAN","NAN","NAN","NAN",2.8
"2026-01-21 21:20:00",42669,0.42,1.52,0.29,0.23,"NAN","NAN","NAN","NAN",2.799
"2026-01-21 21:30:00",42670,1.16,4.53,0.43,0.36,"NAN","NAN","NAN","NAN",2.8
"2026-01-21 21:40:00",42671,1.01,3.92,0.3,0.24,"NAN","NAN","NAN","NAN",2.801
"2026-01-21 21:50:00",42672,1.11,4.33,0.3,0.24,"NAN","NAN","NAN","NAN",2.8
"2026-01-21 22:00:00",42673,1.01,3.92,0.32,0.26,"NAN","NAN","NAN","NAN",2.797
"2026-01-21 22:10:00",42674,0.79,3.03,0.32,0.26,"NAN","NAN","NAN","NAN",2.793
"2026-01-21 22:20:00",42675,1.16,4.53,0.29,0.22,"NAN","NAN","NAN","NAN",2.798
"2026-01-21 22:30:00",42676,1.15,4.48,0.34,0.27,"NAN","NAN","NAN","NAN",2.798
"2026-01-21 22:40:00",42677,0.79,3.03,0.34,0.28,"NAN","NAN","NAN","NAN",2.795
"2026-01-21 22:50:00",42678,1.35,5.28,0.35,0.29,"NAN","NAN","NAN","NAN",2.792
"2026-01-21 23:00:00",42679,0.76,2.9,0.27,0.21,"NAN","NAN","NAN","NAN",2.79
"2026-01-21 23:10:00",42680,0.72,2.75,0.28,0.22,"NAN","NAN","NAN","NAN",2.801
"2026-01-21 23:20:00",42681,0.76,2.92,0.34,0.27,"NAN","NAN","NAN","NAN",2.802
"2026-01-21 23:30:00",42682,0.95,3.69,0.38,0.32,"NAN","NAN","NAN","NAN",2.791
"2026-01-21 23:40:00",42683,2.44,9.7,0.42,0.35,"NAN","NAN","NAN","NAN",2.788
"2026-01-21 23:50:00",42684,0.65,2.47,0.29,0.23,"NAN","NAN","NAN","NAN",2.787
"2026-01-22 00:00:00",42685,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-22 00:10:00",42686,0.98,3.81,0.25,0.19,"NAN","NAN","NAN","NAN",2.791
"2026-01-22 00:20:00",42687,0.62,2.33,0.53,0.47,"NAN","NAN","NAN","NAN",2.79
"2026-01-22 00:30:00",42688,2.24,8.87,0.45,0.39,"NAN","NAN","NAN","NAN",2.791
"2026-01-22 00:40:00",42689,1.01,3.91,0.34,0.28,"NAN","NAN","NAN","NAN",2.789
"2026-01-22 00:50:00",42690,0.77,2.96,0.3,0.24,"NAN","NAN","NAN","NAN",2.787
"2026-01-22 01:00:00",42691,0.45,1.67,0.24,0.18,"NAN","NAN","NAN","NAN",2.794
"2026-01-22 01:10:00",42692,1.17,4.58,0.34,0.28,"NAN","NAN","NAN","NAN",2.789
"2026-01-22 01:20:00",42693,0.99,3.85,0.3,0.24,"NAN","NAN","NAN","NAN",2.789
"2026-01-22 01:30:00",42694,0.76,2.9,0.31,0.25,"NAN","NAN","NAN","NAN",2.788
"2026-01-22 01:40:00",42695,0.56,2.09,0.28,0.22,"NAN","NAN","NAN","NAN",2.787
