"TOA5","8321","CR6","8321","CR6.Std.07.02","CPU:FCR_Catwalk_20240305_chlatest.CR6","4835","EXO_Chla_overlap"
"TIMESTAMP","RECORD","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","Chla_RFU_test","Chla_ugL_test","BGAPC_RFU_test","BGAPC_ugL_test","EXO_wtr_1"
"TS","RN","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-29 11:50:00",43764,0.31,1.07,0.18,0.12,"NAN","NAN","NAN","NAN",3.58
"2026-01-29 12:00:00",43765,0.51,1.9,0.23,0.17,"NAN","NAN","NAN","NAN",3.582
"2026-01-29 12:10:00",43766,0.21,0.7,0.17,0.11,"NAN","NAN","NAN","NAN",3.583
"2026-01-29 12:20:00",43767,0.41,1.49,0.2,0.14,"NAN","NAN","NAN","NAN",3.601
"2026-01-29 12:30:00",43768,0.3,1.05,0.21,0.16,"NAN","NAN","NAN","NAN",3.599
"2026-01-29 12:40:00",43769,0.3,1.04,0.21,0.15,"NAN","NAN","NAN","NAN",3.598
"2026-01-29 12:50:00",43770,0.55,2.06,0.15,0.09,"NAN","NAN","NAN","NAN",3.598
"2026-01-29 13:00:00",43771,1.69,6.67,0.3,0.24,"NAN","NAN","NAN","NAN",3.599
"2026-01-29 13:10:00",43772,0.52,1.95,0.24,0.18,"NAN","NAN","NAN","NAN",3.595
"2026-01-29 13:20:00",43773,0.66,2.48,0.22,0.16,"NAN","NAN","NAN","NAN",3.602
"2026-01-29 13:30:00",43774,0.42,1.52,0.22,0.16,"NAN","NAN","NAN","NAN",3.605
"2026-01-29 13:40:00",43775,0.29,1.01,0.18,0.12,"NAN","NAN","NAN","NAN",3.609
"2026-01-29 13:50:00",43776,0.37,1.31,0.18,0.13,"NAN","NAN","NAN","NAN",3.611
"2026-01-29 14:00:00",43777,0.28,0.97,0.16,0.1,"NAN","NAN","NAN","NAN",3.605
"2026-01-29 14:10:00",43778,0.43,1.57,0.2,0.14,"NAN","NAN","NAN","NAN",3.623
"2026-01-29 14:20:00",43779,0.3,1.06,0.17,0.12,"NAN","NAN","NAN","NAN",3.617
"2026-01-29 14:30:00",43780,0.47,1.72,0.18,0.13,"NAN","NAN","NAN","NAN",3.614
"2026-01-29 14:40:00",43781,1.17,4.55,0.24,0.18,"NAN","NAN","NAN","NAN",3.609
"2026-01-29 14:50:00",43782,0.37,1.33,0.22,0.16,"NAN","NAN","NAN","NAN",3.606
"2026-01-29 15:00:00",43783,1.06,4.12,0.37,0.3,"NAN","NAN","NAN","NAN",3.605
"2026-01-29 15:10:00",43784,0.54,2.02,0.15,0.1,"NAN","NAN","NAN","NAN",3.607
"2026-01-29 15:20:00",43785,0.91,3.5,0.24,0.18,"NAN","NAN","NAN","NAN",3.607
"2026-01-29 15:30:00",43786,0.69,2.6,0.22,0.16,"NAN","NAN","NAN","NAN",3.605
"2026-01-29 15:40:00",43787,0.21,0.69,0.18,0.12,"NAN","NAN","NAN","NAN",3.602
"2026-01-29 15:50:00",43788,0.38,1.36,0.18,0.12,"NAN","NAN","NAN","NAN",3.603
"2026-01-29 16:00:00",43789,0.33,1.18,0.19,0.13,"NAN","NAN","NAN","NAN",3.603
"2026-01-29 16:10:00",43790,0.45,1.65,0.19,0.13,"NAN","NAN","NAN","NAN",3.603
"2026-01-29 16:20:00",43791,0.29,1.01,0.18,0.12,"NAN","NAN","NAN","NAN",3.603
"2026-01-29 16:30:00",43792,0.5,1.85,0.26,0.2,"NAN","NAN","NAN","NAN",3.602
"2026-01-29 16:40:00",43793,0.59,2.21,0.24,0.18,"NAN","NAN","NAN","NAN",3.595
"2026-01-29 16:50:00",43794,0.93,3.6,0.21,0.15,"NAN","NAN","NAN","NAN",3.599
"2026-01-29 17:00:00",43795,0.35,1.25,0.21,0.15,"NAN","NAN","NAN","NAN",3.597
"2026-01-29 17:10:00",43796,0.57,2.12,0.22,0.16,"NAN","NAN","NAN","NAN",3.597
"2026-01-29 17:20:00",43797,0.24,0.81,0.2,0.14,"NAN","NAN","NAN","NAN",3.596
"2026-01-29 17:30:00",43798,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-29 17:40:00",43799,0.29,0.99,0.21,0.16,"NAN","NAN","NAN","NAN",3.587
"2026-01-29 17:50:00",43800,0.71,2.71,0.16,0.1,"NAN","NAN","NAN","NAN",3.585
"2026-01-29 18:00:00",43801,0.98,3.8,0.29,0.23,"NAN","NAN","NAN","NAN",3.584
"2026-01-29 18:10:00",43802,0.29,1.02,0.2,0.14,"NAN","NAN","NAN","NAN",3.584
"2026-01-29 18:20:00",43803,0.27,0.93,0.19,0.13,"NAN","NAN","NAN","NAN",3.583
"2026-01-29 18:30:00",43804,1.53,6,0.33,0.27,"NAN","NAN","NAN","NAN",3.58
"2026-01-29 18:40:00",43805,0.55,2.04,0.25,0.19,"NAN","NAN","NAN","NAN",3.575
"2026-01-29 18:50:00",43806,2,7.9,0.23,0.17,"NAN","NAN","NAN","NAN",3.57
"2026-01-29 19:00:00",43807,0.37,1.34,0.24,0.18,"NAN","NAN","NAN","NAN",3.569
"2026-01-29 19:10:00",43808,0.89,3.41,0.27,0.21,"NAN","NAN","NAN","NAN",3.567
"2026-01-29 19:20:00",43809,3.25,12.93,0.48,0.42,"NAN","NAN","NAN","NAN",3.556
"2026-01-29 19:30:00",43810,4.34,17.37,0.62,0.55,"NAN","NAN","NAN","NAN",3.558
"2026-01-29 19:40:00",43811,1.55,6.08,0.37,0.31,"NAN","NAN","NAN","NAN",3.555
"2026-01-29 19:50:00",43812,2.62,10.42,0.39,0.33,"NAN","NAN","NAN","NAN",3.555
"2026-01-29 20:00:00",43813,2.78,11.07,0.45,0.38,"NAN","NAN","NAN","NAN",3.556
"2026-01-29 20:10:00",43814,3.46,13.79,0.4,0.34,"NAN","NAN","NAN","NAN",3.55
"2026-01-29 20:20:00",43815,1.61,6.34,0.32,0.26,"NAN","NAN","NAN","NAN",3.569
"2026-01-29 20:30:00",43816,1.66,6.53,0.41,0.35,"NAN","NAN","NAN","NAN",3.569
"2026-01-29 20:40:00",43817,2.65,10.53,0.37,0.31,"NAN","NAN","NAN","NAN",3.569
"2026-01-29 20:50:00",43818,2.01,7.95,0.36,0.3,"NAN","NAN","NAN","NAN",3.57
"2026-01-29 21:00:00",43819,3.62,14.44,0.59,0.52,"NAN","NAN","NAN","NAN",3.559
"2026-01-29 21:10:00",43820,2.2,8.729999,0.38,0.32,"NAN","NAN","NAN","NAN",3.557
"2026-01-29 21:20:00",43821,2.13,8.45,0.47,0.4,"NAN","NAN","NAN","NAN",3.559
"2026-01-29 21:30:00",43822,3.7,14.79,0.72,0.65,"NAN","NAN","NAN","NAN",3.56
"2026-01-29 21:40:00",43823,2.72,10.8,0.58,0.51,"NAN","NAN","NAN","NAN",3.562
"2026-01-29 21:50:00",43824,1.84,7.27,0.46,0.39,"NAN","NAN","NAN","NAN",3.564
"2026-01-29 22:00:00",43825,4.26,17.02,0.53,0.47,"NAN","NAN","NAN","NAN",3.565
"2026-01-29 22:10:00",43826,3.63,14.47,0.38,0.32,"NAN","NAN","NAN","NAN",3.568
"2026-01-29 22:20:00",43827,3.04,12.11,0.55,0.48,"NAN","NAN","NAN","NAN",3.569
"2026-01-29 22:30:00",43828,4.03,16.1,0.35,0.29,"NAN","NAN","NAN","NAN",3.57
"2026-01-29 22:40:00",43829,2.06,8.16,0.38,0.32,"NAN","NAN","NAN","NAN",3.571
"2026-01-29 22:50:00",43830,2.93,11.65,0.38,0.32,"NAN","NAN","NAN","NAN",3.568
"2026-01-29 23:00:00",43831,2.34,9.3,0.47,0.41,"NAN","NAN","NAN","NAN",3.583
"2026-01-29 23:10:00",43832,3.77,15.04,0.49,0.43,"NAN","NAN","NAN","NAN",3.579
"2026-01-29 23:20:00",43833,1.23,4.8,0.37,0.31,"NAN","NAN","NAN","NAN",3.574
"2026-01-29 23:30:00",43834,0.86,3.29,0.28,0.22,"NAN","NAN","NAN","NAN",3.572
"2026-01-29 23:40:00",43835,0.58,2.19,0.23,0.17,"NAN","NAN","NAN","NAN",3.572
"2026-01-29 23:50:00",43836,3.69,14.75,0.56,0.49,"NAN","NAN","NAN","NAN",3.577
"2026-01-30 00:00:00",43837,5.32,21.31,0.42,0.36,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 00:10:00",43838,3.13,12.46,0.55,0.49,"NAN","NAN","NAN","NAN",3.571
"2026-01-30 00:20:00",43839,1.38,5.42,0.35,0.29,"NAN","NAN","NAN","NAN",3.56
"2026-01-30 00:30:00",43840,2.03,8.03,0.42,0.35,"NAN","NAN","NAN","NAN",3.558
"2026-01-30 00:40:00",43841,3.59,14.33,0.47,0.41,"NAN","NAN","NAN","NAN",3.568
"2026-01-30 00:50:00",43842,2.86,11.39,0.48,0.41,"NAN","NAN","NAN","NAN",3.564
"2026-01-30 01:00:00",43843,1.34,5.25,0.42,0.36,"NAN","NAN","NAN","NAN",3.564
"2026-01-30 01:10:00",43844,2.69,10.7,0.6,0.53,"NAN","NAN","NAN","NAN",3.56
"2026-01-30 01:20:00",43845,7.36,29.53,0.69,0.62,"NAN","NAN","NAN","NAN",3.55
"2026-01-30 01:30:00",43846,5.47,21.93,0.68,0.61,"NAN","NAN","NAN","NAN",3.544
"2026-01-30 01:40:00",43847,2.26,8.96,0.65,0.58,"NAN","NAN","NAN","NAN",3.546
"2026-01-30 01:50:00",43848,3.46,13.82,0.46,0.4,"NAN","NAN","NAN","NAN",3.545
"2026-01-30 02:00:00",43849,2.58,10.24,0.45,0.38,"NAN","NAN","NAN","NAN",3.543
"2026-01-30 02:10:00",43850,3.6,14.37,0.6,0.53,"NAN","NAN","NAN","NAN",3.534
"2026-01-30 02:20:00",43851,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-30 02:30:00",43852,2.99,11.89,0.62,0.55,"NAN","NAN","NAN","NAN",3.543
"2026-01-30 02:40:00",43853,2.66,10.58,0.43,0.37,"NAN","NAN","NAN","NAN",3.537
"2026-01-30 02:50:00",43854,2.67,10.62,0.4,0.34,"NAN","NAN","NAN","NAN",3.532
"2026-01-30 03:00:00",43855,11.68,46.98,1.68,1.58,"NAN","NAN","NAN","NAN",3.534
"2026-01-30 03:10:00",43856,4.1,16.4,0.59,0.52,"NAN","NAN","NAN","NAN",3.527
"2026-01-30 03:20:00",43857,3.21,12.8,0.7,0.63,"NAN","NAN","NAN","NAN",3.545
"2026-01-30 03:30:00",43858,3.93,15.71,0.53,0.46,"NAN","NAN","NAN","NAN",3.544
"2026-01-30 03:40:00",43859,2.26,8.97,0.39,0.32,"NAN","NAN","NAN","NAN",3.524
"2026-01-30 03:50:00",43860,5.08,20.33,0.74,0.67,"NAN","NAN","NAN","NAN",3.53
"2026-01-30 04:00:00",43861,3.32,13.23,0.46,0.4,"NAN","NAN","NAN","NAN",3.533
"2026-01-30 04:10:00",43862,1.3,5.07,0.31,0.25,"NAN","NAN","NAN","NAN",3.545
"2026-01-30 04:20:00",43863,4.8,19.21,0.67,0.6,"NAN","NAN","NAN","NAN",3.553
"2026-01-30 04:30:00",43864,2.44,9.67,0.46,0.39,"NAN","NAN","NAN","NAN",3.553
"2026-01-30 04:40:00",43865,1.18,4.58,0.29,0.23,"NAN","NAN","NAN","NAN",3.55
"2026-01-30 04:50:00",43866,2.29,9.09,0.38,0.32,"NAN","NAN","NAN","NAN",3.549
"2026-01-30 05:00:00",43867,1.9,7.52,0.34,0.28,"NAN","NAN","NAN","NAN",3.527
"2026-01-30 05:10:00",43868,3.76,15.01,0.57,0.5,"NAN","NAN","NAN","NAN",3.54
"2026-01-30 05:20:00",43869,1.87,7.37,0.41,0.35,"NAN","NAN","NAN","NAN",3.542
"2026-01-30 05:30:00",43870,2.82,11.23,0.41,0.34,"NAN","NAN","NAN","NAN",3.539
"2026-01-30 05:40:00",43871,1.91,7.55,0.3,0.24,"NAN","NAN","NAN","NAN",3.543
"2026-01-30 05:50:00",43872,2.36,9.35,0.4,0.33,"NAN","NAN","NAN","NAN",3.546
"2026-01-30 06:00:00",43873,4.16,16.63,1.04,0.96,"NAN","NAN","NAN","NAN",3.531
"2026-01-30 06:10:00",43874,3.37,13.45,0.67,0.6,"NAN","NAN","NAN","NAN",3.52
"2026-01-30 06:20:00",43875,1.26,4.92,0.35,0.29,"NAN","NAN","NAN","NAN",3.528
"2026-01-30 06:30:00",43876,1.41,5.52,0.47,0.4,"NAN","NAN","NAN","NAN",3.531
"2026-01-30 06:40:00",43877,2.6,10.32,0.37,0.31,"NAN","NAN","NAN","NAN",3.527
"2026-01-30 06:50:00",43878,6,24.04,0.74,0.66,"NAN","NAN","NAN","NAN",3.529
"2026-01-30 07:00:00",43879,3.79,15.14,0.56,0.49,"NAN","NAN","NAN","NAN",3.537
"2026-01-30 07:10:00",43880,2.52,10,0.52,0.45,"NAN","NAN","NAN","NAN",3.534
"2026-01-30 07:20:00",43881,2.42,9.59,0.35,0.29,"NAN","NAN","NAN","NAN",3.538
"2026-01-30 07:30:00",43882,2.22,8.78,0.35,0.28,"NAN","NAN","NAN","NAN",3.541
"2026-01-30 07:40:00",43883,3.79,15.12,0.64,0.57,"NAN","NAN","NAN","NAN",3.528
"2026-01-30 07:50:00",43884,2.28,9.060001,0.47,0.4,"NAN","NAN","NAN","NAN",3.534
"2026-01-30 08:00:00",43885,3,11.95,0.43,0.36,"NAN","NAN","NAN","NAN",3.522
"2026-01-30 08:10:00",43886,1.49,5.87,0.26,0.2,"NAN","NAN","NAN","NAN",3.52
"2026-01-30 08:20:00",43887,1.77,6.97,0.41,0.35,"NAN","NAN","NAN","NAN",3.522
"2026-01-30 08:30:00",43888,1.77,6.99,0.34,0.27,"NAN","NAN","NAN","NAN",3.525
"2026-01-30 08:40:00",43889,1.43,5.61,0.39,0.33,"NAN","NAN","NAN","NAN",3.54
"2026-01-30 08:50:00",43890,0.74,2.81,0.23,0.17,"NAN","NAN","NAN","NAN",3.544
"2026-01-30 09:00:00",43891,1.27,4.95,0.3,0.24,"NAN","NAN","NAN","NAN",3.545
"2026-01-30 09:10:00",43892,0.72,2.76,0.3,0.24,"NAN","NAN","NAN","NAN",3.545
"2026-01-30 09:20:00",43893,0.92,3.55,0.26,0.2,"NAN","NAN","NAN","NAN",3.546
"2026-01-30 09:30:00",43894,1.72,6.78,0.43,0.37,"NAN","NAN","NAN","NAN",3.554
"2026-01-30 09:40:00",43895,2.31,9.17,0.36,0.3,"NAN","NAN","NAN","NAN",3.558
"2026-01-30 09:50:00",43896,1.06,4.1,0.28,0.22,"NAN","NAN","NAN","NAN",3.561
"2026-01-30 10:00:00",43897,1.28,4.99,0.23,0.17,"NAN","NAN","NAN","NAN",3.562
"2026-01-30 10:10:00",43898,1.12,4.37,0.23,0.17,"NAN","NAN","NAN","NAN",3.565
"2026-01-30 10:20:00",43899,3.65,14.57,0.64,0.57,"NAN","NAN","NAN","NAN",3.567
"2026-01-30 10:30:00",43900,1.24,4.83,0.26,0.2,"NAN","NAN","NAN","NAN",3.575
"2026-01-30 10:40:00",43901,1.58,6.21,0.28,0.22,"NAN","NAN","NAN","NAN",3.576
"2026-01-30 10:50:00",43902,0.58,2.2,0.21,0.16,"NAN","NAN","NAN","NAN",3.577
"2026-01-30 11:00:00",43903,0.37,1.33,0.19,0.13,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 11:10:00",43904,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-30 11:20:00",43905,0.64,2.42,0.23,0.17,"NAN","NAN","NAN","NAN",3.584
"2026-01-30 11:30:00",43906,0.26,0.91,0.23,0.17,"NAN","NAN","NAN","NAN",3.583
"2026-01-30 11:40:00",43907,0.6,2.27,0.23,0.17,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 11:50:00",43908,0.49,1.82,0.2,0.14,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 12:00:00",43909,1.31,5.12,0.26,0.2,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 12:10:00",43910,1.35,5.27,0.27,0.21,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 12:20:00",43911,0.91,3.5,0.24,0.18,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 12:30:00",43912,1.77,6.97,0.36,0.3,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 12:40:00",43913,1.11,4.31,0.27,0.21,"NAN","NAN","NAN","NAN",3.581
"2026-01-30 12:50:00",43914,0.4,1.46,0.18,0.12,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 13:00:00",43915,2.6,10.35,0.3,0.24,"NAN","NAN","NAN","NAN",3.575
"2026-01-30 13:10:00",43916,0.85,3.27,0.32,0.25,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 13:20:00",43917,0.54,2,0.22,0.16,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 13:30:00",43918,0.82,3.15,0.23,0.17,"NAN","NAN","NAN","NAN",3.575
"2026-01-30 13:40:00",43919,0.49,1.81,0.23,0.17,"NAN","NAN","NAN","NAN",3.575
"2026-01-30 13:50:00",43920,0.72,2.75,0.21,0.15,"NAN","NAN","NAN","NAN",3.562
"2026-01-30 14:00:00",43921,1.1,4.27,0.24,0.18,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 14:10:00",43922,1.41,5.54,0.3,0.24,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 14:20:00",43923,1.11,4.33,0.24,0.18,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 14:30:00",43924,2.18,8.63,0.35,0.29,"NAN","NAN","NAN","NAN",3.577
"2026-01-30 14:40:00",43925,1.58,6.21,0.31,0.25,"NAN","NAN","NAN","NAN",3.576
"2026-01-30 14:50:00",43926,0.35,1.27,0.2,0.14,"NAN","NAN","NAN","NAN",3.579
"2026-01-30 15:00:00",43927,0.58,2.19,0.22,0.17,"NAN","NAN","NAN","NAN",3.581
"2026-01-30 15:10:00",43928,0.46,1.68,0.18,0.12,"NAN","NAN","NAN","NAN",3.581
"2026-01-30 15:20:00",43929,0.97,3.77,0.24,0.18,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 15:30:00",43930,0.65,2.48,0.21,0.15,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 15:40:00",43931,0.78,2.97,0.22,0.16,"NAN","NAN","NAN","NAN",3.579
"2026-01-30 15:50:00",43932,0.6,2.25,0.24,0.18,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 16:00:00",43933,0.4,1.44,0.19,0.13,"NAN","NAN","NAN","NAN",3.584
"2026-01-30 16:10:00",43934,0.39,1.4,0.2,0.14,"NAN","NAN","NAN","NAN",3.585
"2026-01-30 16:20:00",43935,0.3,1.03,0.19,0.13,"NAN","NAN","NAN","NAN",3.586
"2026-01-30 16:30:00",43936,1.81,7.15,0.25,0.19,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 16:40:00",43937,0.48,1.76,0.22,0.16,"NAN","NAN","NAN","NAN",3.59
"2026-01-30 16:50:00",43938,1.41,5.52,0.22,0.16,"NAN","NAN","NAN","NAN",3.588
"2026-01-30 17:00:00",43939,0.47,1.72,0.2,0.14,"NAN","NAN","NAN","NAN",3.589
"2026-01-30 17:10:00",43940,0.4,1.45,0.17,0.11,"NAN","NAN","NAN","NAN",3.59
"2026-01-30 17:20:00",43941,0.45,1.65,0.21,0.15,"NAN","NAN","NAN","NAN",3.589
"2026-01-30 17:30:00",43942,1.02,3.94,0.27,0.21,"NAN","NAN","NAN","NAN",3.592
"2026-01-30 17:40:00",43943,0.43,1.59,0.18,0.13,"NAN","NAN","NAN","NAN",3.59
"2026-01-30 17:50:00",43944,0.38,1.36,0.2,0.14,"NAN","NAN","NAN","NAN",3.59
"2026-01-30 18:00:00",43945,0.31,1.09,0.18,0.12,"NAN","NAN","NAN","NAN",3.59
"2026-01-30 18:10:00",43946,1.1,4.27,0.32,0.25,"NAN","NAN","NAN","NAN",3.591
"2026-01-30 18:20:00",43947,0.84,3.24,0.22,0.16,"NAN","NAN","NAN","NAN",3.594
"2026-01-30 18:30:00",43948,0.26,0.87,0.16,0.1,"NAN","NAN","NAN","NAN",3.595
"2026-01-30 18:40:00",43949,0.17,0.52,0.18,0.12,"NAN","NAN","NAN","NAN",3.594
"2026-01-30 18:50:00",43950,0.17,0.55,0.18,0.12,"NAN","NAN","NAN","NAN",3.593
"2026-01-30 19:00:00",43951,0.26,0.91,0.16,0.1,"NAN","NAN","NAN","NAN",3.591
"2026-01-30 19:10:00",43952,1.58,6.23,0.36,0.3,"NAN","NAN","NAN","NAN",3.595
"2026-01-30 19:20:00",43953,5.46,21.87,0.46,0.4,"NAN","NAN","NAN","NAN",3.603
"2026-01-30 19:30:00",43954,0.53,1.99,0.25,0.19,"NAN","NAN","NAN","NAN",3.596
"2026-01-30 19:40:00",43955,0.61,2.3,0.19,0.13,"NAN","NAN","NAN","NAN",3.593
"2026-01-30 19:50:00",43956,1,3.88,0.25,0.19,"NAN","NAN","NAN","NAN",3.593
"2026-01-30 20:00:00",43957,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-30 20:10:00",43958,3.01,11.97,0.28,0.22,"NAN","NAN","NAN","NAN",3.592
"2026-01-30 20:20:00",43959,3.11,12.39,0.41,0.34,"NAN","NAN","NAN","NAN",3.593
"2026-01-30 20:30:00",43960,0.72,2.75,0.28,0.22,"NAN","NAN","NAN","NAN",3.591
"2026-01-30 20:40:00",43961,1.92,7.58,0.3,0.24,"NAN","NAN","NAN","NAN",3.584
"2026-01-30 20:50:00",43962,1.69,6.66,0.36,0.3,"NAN","NAN","NAN","NAN",3.581
"2026-01-30 21:00:00",43963,1.71,6.73,0.34,0.28,"NAN","NAN","NAN","NAN",3.582
"2026-01-30 21:10:00",43964,3.33,13.26,0.43,0.37,"NAN","NAN","NAN","NAN",3.572
"2026-01-30 21:20:00",43965,2.88,11.47,0.58,0.51,"NAN","NAN","NAN","NAN",3.572
"2026-01-30 21:30:00",43966,3.82,15.27,0.56,0.49,"NAN","NAN","NAN","NAN",3.575
"2026-01-30 21:40:00",43967,6.12,24.54,0.53,0.46,"NAN","NAN","NAN","NAN",3.576
"2026-01-30 21:50:00",43968,5.14,20.59,0.62,0.55,"NAN","NAN","NAN","NAN",3.583
"2026-01-30 22:00:00",43969,2.43,9.65,0.73,0.66,"NAN","NAN","NAN","NAN",3.58
"2026-01-30 22:10:00",43970,2.84,11.29,0.43,0.37,"NAN","NAN","NAN","NAN",3.574
"2026-01-30 22:20:00",43971,2.48,9.87,0.45,0.39,"NAN","NAN","NAN","NAN",3.571
"2026-01-30 22:30:00",43972,3.56,14.22,0.59,0.52,"NAN","NAN","NAN","NAN",3.566
"2026-01-30 22:40:00",43973,3.69,14.73,0.4,0.34,"NAN","NAN","NAN","NAN",3.559
"2026-01-30 22:50:00",43974,3.4,13.54,0.55,0.49,"NAN","NAN","NAN","NAN",3.57
"2026-01-30 23:00:00",43975,3.07,12.24,0.63,0.56,"NAN","NAN","NAN","NAN",3.572
"2026-01-30 23:10:00",43976,3.73,14.88,0.44,0.38,"NAN","NAN","NAN","NAN",3.572
"2026-01-30 23:20:00",43977,1.46,5.75,0.33,0.27,"NAN","NAN","NAN","NAN",3.569
"2026-01-30 23:30:00",43978,2.05,8.12,0.32,0.26,"NAN","NAN","NAN","NAN",3.565
"2026-01-30 23:40:00",43979,1.76,6.95,0.33,0.27,"NAN","NAN","NAN","NAN",3.565
"2026-01-30 23:50:00",43980,3.75,14.97,0.45,0.39,"NAN","NAN","NAN","NAN",3.564
"2026-01-31 00:00:00",43981,1.09,4.23,0.34,0.28,"NAN","NAN","NAN","NAN",3.566
"2026-01-31 00:10:00",43982,2.12,8.4,0.37,0.31,"NAN","NAN","NAN","NAN",3.569
"2026-01-31 00:20:00",43983,2.01,7.97,0.54,0.47,"NAN","NAN","NAN","NAN",3.571
"2026-01-31 00:30:00",43984,2,7.89,0.34,0.27,"NAN","NAN","NAN","NAN",3.57
"2026-01-31 00:40:00",43985,2.19,8.689999,0.45,0.38,"NAN","NAN","NAN","NAN",3.568
"2026-01-31 00:50:00",43986,2.38,9.42,0.47,0.41,"NAN","NAN","NAN","NAN",3.567
"2026-01-31 01:00:00",43987,1.91,7.56,0.45,0.38,"NAN","NAN","NAN","NAN",3.558
"2026-01-31 01:10:00",43988,7.38,29.61,1.15,1.07,"NAN","NAN","NAN","NAN",3.544
"2026-01-31 01:20:00",43989,6.56,26.31,0.96,0.89,"NAN","NAN","NAN","NAN",3.532
"2026-01-31 01:30:00",43990,3.31,13.18,0.51,0.45,"NAN","NAN","NAN","NAN",3.525
"2026-01-31 01:40:00",43991,4.38,17.51,0.62,0.55,"NAN","NAN","NAN","NAN",3.527
"2026-01-31 01:50:00",43992,6,24.05,0.77,0.69,"NAN","NAN","NAN","NAN",3.531
"2026-01-31 02:00:00",43993,6.21,24.91,0.75,0.67,"NAN","NAN","NAN","NAN",3.534
"2026-01-31 02:10:00",43994,3.02,12.03,0.82,0.75,"NAN","NAN","NAN","NAN",3.542
"2026-01-31 02:20:00",43995,3.92,15.66,0.62,0.55,"NAN","NAN","NAN","NAN",3.559
"2026-01-31 02:30:00",43996,3.74,14.92,0.5,0.44,"NAN","NAN","NAN","NAN",3.56
"2026-01-31 02:40:00",43997,3.38,13.49,0.52,0.46,"NAN","NAN","NAN","NAN",3.551
"2026-01-31 02:50:00",43998,2.67,10.6,0.87,0.8,"NAN","NAN","NAN","NAN",3.549
"2026-01-31 03:00:00",43999,2.13,8.42,0.42,0.35,"NAN","NAN","NAN","NAN",3.533
"2026-01-31 03:10:00",44000,4.21,16.82,0.86,0.79,"NAN","NAN","NAN","NAN",3.545
"2026-01-31 03:20:00",44001,6.12,24.53,0.68,0.61,"NAN","NAN","NAN","NAN",3.544
"2026-01-31 03:30:00",44002,4.55,18.2,0.71,0.63,"NAN","NAN","NAN","NAN",3.546
"2026-01-31 03:40:00",44003,1.5,5.88,0.54,0.47,"NAN","NAN","NAN","NAN",3.542
"2026-01-31 03:50:00",44004,3.13,12.48,0.45,0.39,"NAN","NAN","NAN","NAN",3.549
"2026-01-31 04:00:00",44005,6.73,26.98,0.51,0.45,"NAN","NAN","NAN","NAN",3.544
"2026-01-31 04:10:00",44006,4.72,18.89,0.57,0.5,"NAN","NAN","NAN","NAN",3.553
"2026-01-31 04:20:00",44007,2.55,10.12,0.44,0.37,"NAN","NAN","NAN","NAN",3.558
"2026-01-31 04:30:00",44008,3.18,12.65,0.45,0.39,"NAN","NAN","NAN","NAN",3.553
"2026-01-31 04:40:00",44009,4.76,19.05,0.77,0.7,"NAN","NAN","NAN","NAN",3.554
"2026-01-31 04:50:00",44010,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2026-01-31 05:00:00",44011,1.75,6.89,0.37,0.3,"NAN","NAN","NAN","NAN",3.543
"2026-01-31 05:10:00",44012,3.26,13.01,0.48,0.41,"NAN","NAN","NAN","NAN",3.542
"2026-01-31 05:20:00",44013,2.06,8.16,0.42,0.35,"NAN","NAN","NAN","NAN",3.542
"2026-01-31 05:30:00",44014,5.22,20.9,0.75,0.68,"NAN","NAN","NAN","NAN",3.545
"2026-01-31 05:40:00",44015,2.53,10.05,0.27,0.21,"NAN","NAN","NAN","NAN",3.547
"2026-01-31 05:50:00",44016,7.78,31.23,0.88,0.81,"NAN","NAN","NAN","NAN",3.553
"2026-01-31 06:00:00",44017,3.05,12.16,0.4,0.33,"NAN","NAN","NAN","NAN",3.554
"2026-01-31 06:10:00",44018,3.61,14.4,0.6,0.53,"NAN","NAN","NAN","NAN",3.555
