DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	co2_mean	h2o_mean	air_p_mean	vin_sf_mean	dew_point_mean	avg_signal_strength_7200_mean	co2_signal_strength_7200_mean	h2o_signal_strength_7200_mean	delta_signal_strength_7200_mean	flowrate_mean	hit_power_mean	hit_vin_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	207
DATA	2025-05-08T233000_AIU-0547.ghg	2025-05-09	00:00:00	129	0	18000	18000	0.24307827030745852	0	NaN	82.8805725647747	0	NaN	11.401688143004437	2	NaN	9.79017621060406	1	NaN	0.2568025976940727	2	NaN	0.03117504746203344	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.1864153807423723e-10	-1.2752167932771095e-11	-1.7769541120408725e-12	NaN	15.705601761062027	393.7584511241348	400.0627919364629	0.2	0	628.544766488125	15.758378283100516	16.010680645278732	0.1	1	0.08758473173354282	2.07637728352286	2.1096214971084564	0	1	NaN	NaN	NaN	NaN	9	290.66619464789494	288.45827072090685	95126.88450170099	1.14204253985686	1014.0827764634934	0.025210980842442453	0.01664080833057591	0.011263583249757937	1499.4475339387468	1734.1646872686288	0.009862665230639901	86.4651174681933	234.71715332988197	286.1787185529633	1.1626760961753198	-0.30614366181948066	0.22134943601505308	1.2225118482508661	1.3697492389987252e-14	-2.0288400465127443e-14	1.2225118482508661	7.18135335568264	346.75168630075274	345.24831369924726	10.431576547984722	NaN	0.4613514905293676	1.1567547825352642	-99.82380608930777	-0.029051186421458458	7.269149228189203	0.1551190466031549	0	81.1495546245838	-12.314757991266035	27.856016106788875	69.36541876246652	105.78664030770048	148.36726717674028	222.28120228662374	0.24033797566576212	1.0114018379080771	82.77531825683694	1.0142182007960332	10.494167942330442	1.0864785284227558	9.010924702595354	1.0864785284227558	0.23636233112390523	1.0864785284227558	0.0028591635583369514	1.1479243877081713	NaN	NaN	800000009	800000009	800000009	800000019	800000019	801101019	899999999	899999999	89999	89999	89	89	12	51	3	33	33	0	4	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	52	0	0	0	0	101	0	18000	0	0	21	18000	18000	18000	18000	93	NaN	0.8428446820617501	1.2802347975115136	0.19043008549726503	0.13301184075568387	4.405434326082317	0.0181979084720768	9.938197237061223e-8	NaN	0.07147352003804489	0.2308124556874383	0.006054358667873763	0.0000028591635583369512	NaN	393.7583640783492	15.758353658328877	95510.29627202691	11.479999542236328	13.021450402365788	95.00438230514527	95.20125026257833	94.80751627413431	0.3937328576884332	0.0002786978280184687	-1	0	2.0556768021136635	78.02150140035047	1.0001657510201136	-273.1499938964844	9.001083303372065	-273.1499938964844	101
DATA	2025-05-09T000000_AIU-0547.ghg	2025-05-09	00:30:00	129.02	0	18000	18000	0.037708709789900256	0	NaN	20.003191363450348	1	NaN	-1.6244594172338758	1	NaN	1.1252592213896317	1	NaN	-0.03658437533716303	1	NaN	-0.000834100073913688	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.0579394714285176e-13	-1.6015196483659025e-14	-2.2662697164568657e-15	NaN	15.694902784670411	393.5127288555229	399.7205902460753	0.1	1	619.4201605474873	15.530501910674083	15.775503396312356	0.1	1	0.08765257129651507	2.076868181208502	2.1096318222548502	-0.1	0	NaN	NaN	NaN	NaN	9	290.29780758370293	288.3541926812066	95085.61178168403	1.1420580583550564	1013.9522651064058	0.02521282361263988	-0.002370667521848164	0.011099893194236292	1477.123391912255	1722.607015458552	0.009719202200826666	85.74929619214687	245.48362354629694	285.9494645582212	1.3929836898043397	0.3607090746049711	0.2669612077899921	1.4634831338378662	1.4911000368932762e-13	-2.5855142444029692e-17	1.4634831338378662	4.946539674091002	317.482305610122	14.517694389878004	10.510455722866338	NaN	0.18170912844909162	0.6351405492853698	-25.262086080250388	-0.11479653702340865	-12.313752594393351	0.09506416810800802	1	17.35203691993171	8	14	25	39	68	176	0.03732661465853688	1.0102365332312822	19.740350735579305	1.0136673490615105	-1.4934711165429226	1.087707287566541	1.0345239332790566	1.087707287566541	-0.03363439388092264	1.087707287566541	-0.0067852909999509175	1.148099180626098	NaN	NaN	800000009	800000009	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	49	84	2	86	29	0	4	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	93	NaN	0.40594368603955683	0.7717476081200727	0.09258980441111003	0.15093902126730577	3.6550502280218407	0.013329573153450498	2.8833784917891875e-8	NaN	0.01704704754547873	0.026494858274613776	-0.0008613995968203501	-0.0000067852909999509174	NaN	393.5122765185494	15.530482841257298	95476.96882031248	11.450788135581547	12.793741856839928	95.03583130264282	95.23538185416328	94.83628451750013	0.3990969689372517	0.00027889355066387594	-1	0	2.0634251550692833	83.21178939415172	1.0001577522820897	-273.1499938964844	9.001094463772244	-273.1499938964844	163
DATA	2025-05-09T003000_AIU-0547.ghg	2025-05-09	01:00:00	129.041	0	18000	18000	0.25289033810015515	1	NaN	-44.96747272125119	1	NaN	7.584669888934165	2	NaN	8.252806006478316	2	NaN	0.17079385669543115	2	NaN	0.03984954336342667	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1284198113090901e-9	-4.387382091655315e-11	-6.2944353375045415e-12	NaN	15.78716809144783	395.92945093194857	402.1196969595338	0.2	0	613.8171083864279	15.39403832836411	15.634719804284499	0.1	1	0.08806235739396652	2.0853321664705056	2.1179357505921335	0	1	NaN	NaN	NaN	NaN	9	290.71330300988086	288.23157389662003	95059.30032986111	1.1422870410478774	1013.8730277389	0.025209077881501382	0.011067441913863938	0.011003995335887355	1463.739039956605	1709.0772288669987	0.00963330138613219	85.64499106497159	245.33818891039368	285.81055059442116	0.07702673111859236	0.14399823389904196	0.08694511627241586	0.18500827526494065	-2.1647317369319935e-13	-7.147702518733387e-14	0.18500827526494065	3.3159967225717955	270.142968657672	61.85703134232801	28.03121844111346	NaN	0.4705204390508735	0.6737135852248415	195.0644151968921	0.014866883829492058	-5.92873168901623	-0.082520370048593	0	101.00488748578358	-15.327881355317537	34.67170936038659	86.33745865790235	131.67007201961147	184.66914818063555	276.66803509927803	0.24659934337596667	1.0255109954392587	-43.83009033195331	1.0212008598531828	6.871838245977815	1.1037323082180495	7.477180784716072	1.1037323082180495	0.15474210134445907	1.1037323082180495	0.0486502707997744	1.186603925720912	NaN	NaN	800000009	800000009	800000009	800000009	800001019	800101019	899999999	899999999	89999	89999	89	89	52	106	33	32	15	0	3	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	93	NaN	0.4466178323909575	0.7862084265252155	0.11460091153350994	0.09759415012502211	3.6207157691364857	0.008699956808745524	2.4803862778170636e-7	NaN	-0.03784543890665498	0.1914406682339949	0.0039619118673537195	0.0000486502707997744	NaN	395.9284154309312	15.394023667746708	95452.99374587674	11.459214727242784	12.655255710813726	95.05856423653498	95.26000968763563	94.85712063005235	0.40289080350597767	0.0002786892233869164	-1	0	2.0719305345749195	75.2900671334009	1.0001376164837017	-273.59411891513395	9.000939727809694	-273.1499938964844	199
DATA	2025-05-09T010000_AIU-0547.ghg	2025-05-09	01:30:00	129.062	0	18000	18000	0.4091491088967592	1	NaN	69.55227148785576	0	NaN	61.65984699851356	1	NaN	3.417552200946397	1	NaN	1.3885128362249737	1	NaN	0.030748232633328022	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0566826710560921e-10	4.153581348427341e-12	5.949498486688713e-13	NaN	15.803672917749935	396.4481130174145	402.723954317788	0.1	1	621.2067526593132	15.58348152149205	15.830170693983813	0.1	1	0.08898028772848642	2.1074692253114833	2.140830822880482	-0.3	0	NaN	NaN	NaN	NaN	9	290.79777115631106	288.2600519900852	95083.37315494791	1.1423811168184586	1013.9803922323897	0.025205185646286203	0.08997563178737829	0.01114113364485751	1482.1274469452947	1712.2111635581798	0.009752554100233787	86.56218803440437	230.08371661288515	286.00111656078616	-0.06576753776699229	-0.10886460300158252	0.053329166302639494	0.13791617305146245	2.070580894773405e-14	6.686310685848707e-15	0.13791617305146245	3.3655959164179188	93.1371114523854	238.86288854761457	22.747959489702012	NaN	0.5984602324770385	0.4370004558842511	-259.55466090501346	-0.011172983717141888	1.1279994173441992	0.10033107104720114	0	85.79015284689113	-13.018986675043697	29.44898330696335	73.3321323259343	111.83612877657569	156.85176077001006	234.99251976649992	0.38602283664409426	1.0599090780579568	70.19811236125443	1.046021966164765	55.008662515239884	1.1209115833607297	3.0489043486372527	1.1209115833607297	1.2387353800572913	1.1209115833607297	0.002904896545232756	1.1935520931796753	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000019	899999999	899999999	89999	89999	89	89	17	30	9	40	0	0	3	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	17995	0	0	18000	18000	18000	18000	93	NaN	0.4864038768682002	0.10875127325676581	0.27884576164353625	0.10798032948785086	1.7245003207002545	0.02352707738869918	5.822567891313438e-8	NaN	0.060601707559351944	0.07806505173641133	0.031716948278524316	0.000002904896545232756	NaN	396.4479116552889	15.583452108058795	95484.90607400173	11.479999542236328	12.846865320364643	95.0294502497779	95.23118511644999	94.82772094599406	0.40346422457943343	0.0002788850262392467	-1	0	2.093775459183587	69.29862849500626	1.0001533757663434	-273.3518689049614	9.001112837062943	-273.1499938964844	208
DATA	2025-05-09T013000_AIU-0547.ghg	2025-05-09	02:00:00	129.083	0	18000	18000	0.17353430782216153	1	NaN	-51.146471631586074	2	NaN	3.241973754388929	1	NaN	7.798881576698169	2	NaN	0.07299995160929532	1	NaN	-0.030024449148162508	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.851356877980806e-10	-1.1051048654504445e-11	-1.5911365057130275e-12	NaN	15.905568466028756	399.03093988114375	405.2990126614834	0.1	0	616.4546162320781	15.465304835506608	15.70823751713768	0.1	1	0.08875749937110004	2.1013446335506876	2.134353054159864	0.1	0	NaN	NaN	NaN	NaN	9	289.2223485260009	288.17773843722875	95055.04403862849	1.142418313019039	1013.9121916290931	0.025205497946994476	0.004730396864282336	0.011056508325954513	1470.4495589641213	1703.1665417199326	0.00967816096779451	86.33621686104735	232.7169827558114	285.88033699352957	0.22454943552068862	-0.29965512736114225	-0.012401403032181058	0.3746590972385665	5.0027017205755154e-14	-1.7926783843474425e-14	0.3746590972385665	3.8624635666465488	25.153593921917718	306.8464060780823	-1.8968653749691757	NaN	0.38974459026387254	0.4584793072482557	97.46681547519928	0.029753716543020874	-15.776337350771225	-0.11329482731138238	0	113.33765998460058	-17.19942716215383	38.90515107128337	96.87932709871215	147.7470865437777	207.21738964452172	310.44940963973636	0.17102560503641742	1.0146685800948338	-50.374268210614105	1.016749833961741	2.937573074377442	1.1036231856380283	7.066616285511859	1.1036231856380283	0.06614572125638378	1.1036231856380283	-0.011791639643831144	1.1897432182769905	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800001009	899999999	899999999	89999	89999	89	89	5	8	2	11	5	0	0	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	18000	0	0	18000	18000	18000	18000	93	NaN	0.22264677789509799	0.6353580581556393	0.05895377844577407	0.21552989628492905	7.061129555823332	0.0052621166930093225	1.8721076196636505e-8	NaN	-0.04348938325285422	0.18091625786807947	0.001693432313315882	-0.000011791639643831145	NaN	399.03044234636127	15.46529263150355	95445.95376779514	11.467189859867096	12.724617202758786	95.04347004233466	95.24580657725863	94.84113304985894	0.4046758181817001	0.00027912687204661773	-1	0	2.0877931951019497	82.19945253994413	1.0001243903769388	-297.6979949273045	9.001038344992532	-273.1499938964844	024
DATA	2025-05-09T020000_AIU-0547.ghg	2025-05-09	02:30:00	129.104	0	18000	18000	0.021415943258247024	1	NaN	25.37639753589726	0	NaN	16.06652183119269	1	NaN	1.6313995551806548	2	NaN	0.36170079689700624	1	NaN	0.0021778589966511106	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8563375090306946e-10	7.0174989335130764e-12	1.0250563811037068e-12	NaN	16.114086391565728	404.11410686035873	410.383409301853	0.1	1	609.159614117781	15.27669564459178	15.513693620353362	0.1	1	0.08898083996565805	2.104557825605205	2.1372072909179614	0	0	NaN	NaN	NaN	NaN	9	289.27578975931806	287.9730425906711	95018.34694010418	1.1428709865996534	1013.8020545084538	0.025197321919397882	0.023438211638926003	0.010925211064606399	1451.955734168016	1680.8561452829313	0.009559443885360869	86.38191544485888	228.9004111149152	285.68732558195853	0.9285956481343507	-0.29733967797807404	0.142979594642713	0.9854663496631819	1.6794917678465812e-14	1.151996746152683e-14	0.9854663496631819	1.9916803846264568	349.75525331560414	342.2447466843959	8.342389966990996	NaN	0.1368894567293719	0.10361544968227358	-8.508959166838022	-0.3408172425250522	1.5794580683063408	0.15999617293279414	1	12.669143013338102	6	10	17	26	44	104	0.021138009484232285	1.0131485310488701	26.021249692878214	1.0151891327736595	14.794432701960545	1.0859843128059632	1.5022312347822495	1.0859843128059632	0.3330626350968595	1.0859843128059632	-0.006865206112860079	1.1485164438340991	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800010009	899999999	899999999	89999	89999	89	89	12	0	0	40	6	0	0	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	606	0	0	18000	18000	18000	18000	93	NaN	0.0690679406264534	0.10333861660858419	0.034824342129509585	0.04719188813551775	5.542317194859846	0.012180788614712704	1.5249095551182855e-8	NaN	0.02245834636172767	0.03843959147811146	0.008522517261866393	-0.000006865206112860079	NaN	404.1138343702942	15.276678016552816	95403.15996809896	11.460000038146973	12.530339572164754	95.06781593661839	95.26954363801744	94.86608710945977	0.4034540608748798	0.0002786745705945779	-1	0	2.0911428203847673	83.2783173564807	1.0001440541413096	-283.04186931186564	9.001079356736607	-273.1499938964844	008
DATA	2025-05-09T023000_AIU-0547.ghg	2025-05-09	03:00:00	129.124	0	18000	18000	0.02466371113628915	1	NaN	26.032337766662874	0	NaN	6.093269511208672	1	NaN	1.800376905163645	0	NaN	0.13716846510600184	1	NaN	-0.0025136371085148594	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.451577399777346e-11	-2.0442138187876462e-12	-2.9641793828013096e-13	NaN	16.23149478258083	407.12482373428645	413.436438325538	0.2	0	608.6430311983918	15.266227178267778	15.502897940143509	0.1	1	0.08825530421440618	2.0869160287185315	2.119269274921405	-0.1	0	NaN	NaN	NaN	NaN	9	289.1004551976522	287.9162679782444	94976.87445833333	1.1426019749640188	1013.7950318873876	0.025203354665258686	0.008888516538868919	0.010915111187363867	1450.3274728278088	1674.7137509116653	0.00955285517313025	86.60151455962506	224.3862780838565	285.6702287578541	0.8087956639334903	-0.3093704590710965	0.16981817968772991	0.8824390750051437	-1.8879898358255863e-14	-3.3586416240775445e-15	0.8824390750051437	1.7520971971905972	352.93223060401147	339.0677693959886	11.095320308233447	NaN	0.14692027326030094	0.11490245457583577	-10.25160275463717	-0.28288259596171195	4.272310246375275	0.15296297233304337	1	9.965438928036107	4	8	14	21	35	87	0.024318245150187715	1.0142060409362543	26.094257637289537	1.0158189383547553	5.610248611635404	1.0860961666781583	1.6576588339042988	1.0860961666781583	0.1262949537199212	1.0860961666781583	-0.01071926493424805	1.1491258149490853	NaN	NaN	800000009	800000009	800000009	800000009	800000019	800010119	899999999	899999999	89999	89999	89	89	7	7	0	37	14	0	1	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	93	NaN	0.06971892155064917	0.12918986275888503	0.03089612484213736	0.048739185420073425	3.6338757453673667	0.005614856870524929	4.478327653699411e-8	NaN	0.02252681627260694	0.04242642874079715	0.0032324165532301905	-0.00001071926493424805	NaN	407.12467265073457	15.26621545257221	95367.60482096355	11.45026259305742	12.514576987955303	95.066129292806	95.26728078142801	94.86496988190545	0.4023121369183064	0.0002787041808316847	-1	0	2.0736220849818654	82.15451225174797	1.0001762417124378	-273.1499938964844	9.001150942431556	-273.1499938964844	231
DATA	2025-05-09T030000_AIU-0547.ghg	2025-05-09	03:30:00	129.145	0	18000	18000	0.06691318429808812	1	NaN	29.367096283879405	1	NaN	17.813534074159843	1	NaN	6.111112562867045	1	NaN	0.4009792240549445	1	NaN	-0.0023100481159490363	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.427604245252452e-10	5.289896326244546e-12	7.667699424248715e-13	NaN	16.333949898477304	409.6582792692602	415.97258749983047	0	0	605.2440783106389	15.17962582227338	15.413598479771064	0.1	1	0.08773006850376391	2.073727221537549	2.1056908202869007	-0.1	0	NaN	NaN	NaN	NaN	9	288.9691311993069	287.8393637407091	94955.28438020834	1.1426850827462987	1013.74478735996	0.025202351672794863	0.025983453718760402	0.010853624517087485	1441.7723231912687	1666.4249835086587	0.00949835145393005	86.51888548595906	224.65266031738997	285.58012083438877	0.33472097620941643	-0.5024827570448266	0.14695770919039816	0.6213884625035071	-1.551096507784801e-14	8.740104225405621e-15	0.6213884625035071	2.2869281529424357	28.331056533036076	303.6689434669639	13.679996303356745	NaN	0.2419872978021049	0.31449407162431475	-40.597448816293735	-0.07143306007041725	1.6485833839383426	0.10476428303037222	0	81.70853025783408	-12.399584700153559	28.04789435325808	69.84322272649067	106.51532150045594	149.38925291045626	223.81232314591378	0.06570361559347573	1.018409469458976	29.972490332303607	1.0184530024819445	16.374344901707303	1.0878929313564465	5.617384199056578	1.0878929313564465	0.36858335273396886	1.0878929313564465	-0.012197840514751831	1.152341080153188	NaN	NaN	800000009	800000009	800000009	800000009	800000009	801101109	899999999	899999999	89999	89999	89	89	12	2	3	25	12	0	0	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	93	NaN	0.12912128900560785	0.44836727259508646	0.05149958164793519	0.06008463032199668	11.249150436195853	0.011476871326609097	5.1611525634536644e-8	NaN	0.02587424206178051	0.14375400947391978	0.00943238576947377	-0.00001219784051475183	NaN	409.6577332399156	15.179608673219889	95343.92397873264	11.459213060590958	12.424011441071828	95.07798284869723	95.28007210795084	94.87589288457235	0.40417897474103515	0.00027854567017897747	-1	0	2.060593572027155	82.4421986245226	1.0001761415816015	-273.1499938964844	9.001138579368591	-273.1499938964844	193
DATA	2025-05-09T033000_AIU-0547.ghg	2025-05-09	04:00:00	129.166	0	18000	18000	0.060205979423987144	0	NaN	27.434736675138737	0	NaN	-7.032413258196948	1	NaN	7.1988570276351425	0	NaN	-0.158305011993866	1	NaN	-0.0020866993156539665	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.8174473466910479e-10	-6.685010172875876e-12	-9.856865169320689e-13	NaN	16.173747816138466	405.65277731554863	411.79715682599425	0.1	0	594.9094970001048	14.92088861857289	15.14689373287853	0.1	1	0.0877177827443121	2.073688177825835	2.1050981122904893	-0.1	0	NaN	NaN	NaN	NaN	9	288.9780525224474	287.8836708153618	94922.34383767363	1.1422252583829413	1013.5998605077407	0.02521497829059061	-0.010258164777202518	0.010663281737342345	1416.7056341971077	1671.1960068958942	0.009335533126310348	84.77196141872783	254.4903726987866	285.3133681418368	0.6651855809465536	-0.8184308272792536	0.15241001362454895	1.0656123537165705	1.1679722531724816e-14	-1.123702043182326e-14	1.0656123537165705	3.915942073967272	22.897264265338038	309.10273573466196	8.222971819525762	NaN	0.22958522372357998	0.5319754584327278	-37.101040958820676	-0.07816492273677116	-3.9011837996239676	0.10321398860218654	0	57.326747872441345	-8.699555157651748	19.678417453701964	49.002041857880684	74.731205676328	104.81157853930434	157.02684382211132	0.05946455807086938	1.0124682899725606	26.769763109875388	1.0147977568732651	-6.4752220211437415	1.0860497501450597	6.628478139858342	1.0860497501450597	-0.14576221022353883	1.0860497501450597	-0.009896549463748261	1.1482076169655289	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100009	899999999	899999999	89999	89999	89	89	1	17	1	18	10	0	0	NaN	0	0	18000	0	0	0	0	0	0	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	93	NaN	0.3353579154772308	0.6161631436061483	0.11242985778207627	0.07564090273126765	13.753610512580906	0.026304110788073685	1.9365393204739197e-8	NaN	0.023122044161714962	0.16966922711506172	-0.003731076882112116	-0.000009896549463748262	NaN	405.6511987406076	14.92085765887583	95310.69635394964	11.479999542236328	12.156720118522651	95.11951795005798	95.32446294148762	94.91457865651448	0.4098828306794164	0.000278614363730109	-1	0	2.0607889703512194	81.58909589393018	1.0001572758323616	-273.1499938964844	9.001034882360035	-273.1499938964844	232
